pagename,birthdate
check_(Lee_Hyung_Joo),1986-02-14
check_(Kim_Min_Gyu),1993-01-05
cheeseKing,1970-01-01
cheesyJunk,1970-01-01
cheetos,1994-06-25
chess,1997-09-15
chi,1970-01-01
chiOt,1986-10-19
chick,1998-12-31
chickenCombo,1970-01-01
chief,1970-01-01
chipmunk,1970-01-01
choa,1991-01-06
choya,1988-08-08
chubz,1970-01-01
ciara,1986-12-06
civi,1970-01-01
cladorhiza,1997-08-09
clannad,1970-01-01
classic_(Kim_Hong_Jae),1987-12-04
classic_(Kim_Doh_Woo),1991-11-27
clavie,1970-01-01
clem,2002-04-08
clickit,1970-01-01
clide,1987-11-04
clouD,1987-05-31
cloudy,1994-04-20
clsClassiC,1970-01-01
coCa,1994-04-14
cocoA,1988-03-13
coffee,1999-12-05
colaGirl,1982-05-28
coldScars,1993-10-04
combatEX,1992-10-19
comet,1995-05-07
comm,1989-08-29
complain,1995-07-30
coolTea,1970-01-01
coppii,1970-01-01
couguar,1994-07-13
courage,1988-08-24
cowman,1970-01-01
cptnfingers,1970-01-01
crabushek,1970-01-01
cranK,1989-08-29
crane,1992-11-02
crazy,1990-12-09
crazymoviNG,1992-01-01
creamCake,1970-01-01
creator,1997-02-23
creature,1995-05-12
creed,1970-01-01
criMsoN,1970-01-01
crimson,1992-06-26
cripSeil,1970-01-01
crow,1970-01-01
crucialNug,1970-01-01
crunCher,1991-12-09
cuKu,2004-03-13
cube,1992-06-16
cubert,1987-04-09
cuddlebear,1999-08-23
cupCake,1988-08-26
cure,1994-11-25
curious,1990-03-28
cuteZerg,1970-01-01
cutter,1993-12-02
cyan,1992-10-28
cytoplasm,1990-05-12
dAVIT,1970-01-01
dBS,1992-07-17
dIMAGA,1986-06-03
dongRaeGu,1991-06-03
dRGLing,1996-04-19
dS,1989-11-26
daBoO,1988-06-17
daNa,1996-12-14
daSakura,1993-05-25
daZe,1994-11-11
daisy,1991-09-25
dakkoN,1985-01-17
damrud,1970-01-01
dandy,1970-01-01
daniello,2003-10-06
darK,1994-08-23
darKFoRcE,1970-01-01
dark,1995-10-06
darkCarrot,1970-01-01
darkCell,1989-05-04
darkHydra,1996-08-22
darkUnnamed,1992-03-28
darkness,1996-03-07
darkomicron,1994-02-24
darkvoid,2001-05-14
darroweve,1970-01-01
dasDuelon,1970-01-01
dashiz,1993-12-18
dastan,1994-06-15
daydreamer,1996-01-18
dayfly,1983-02-07
dayshi,1994-08-08
ddoRo,1989-05-27
deMiGoD,1991-03-11
deMusliM,1990-01-24
deParture,1995-08-22
deViL,1987-01-03
dear,1994-05-25
deathAngel,1970-01-01
deathfate,1989-07-11
deeDan,2003-10-07
deeMo,1996-04-25
defMars,1970-01-01
deity,1970-01-01
delphi,1970-01-01
demi,1994-02-27
demonizer,1995-01-03
denver,1997-04-10
deny,1989-10-05
destiny,1988-12-12
destroyerTT,2001-11-17
dieStar,1990-06-18
diffe,1994-01-21
diggity,1970-01-01
diord,1970-01-01
disK,1970-01-01
disReSpeCT,2000-03-23
divain,1970-01-01
djorjx,1970-01-01
dmC,1994-06-12
dmega,1995-09-22
dnS,1996-04-19
dolan,1998-07-24
doll,1993-01-11
dominiC,1970-01-01
domorin,1970-01-01
dos,1970-01-01
douDou,1970-01-01
dove,1988-11-12
dowaQ,1991-06-18
drager,1997-06-22
dragon,1989-04-17
dragon_(Chinese_player),1999-12-15
dreAm,1989-06-16
dream_(Korean_Terran_player),1996-10-27
dream_(Korean_Protoss_player),1970-01-01
dreamizEr,1970-01-01
drewbie,1987-12-23
drikett,1995-11-06
drima,1970-01-01
dronehard,1993-11-11
drug,1985-02-09
drughead,1970-01-01
drunkenboi,1994-12-21
duggi,1995-10-25
dynaMite,1970-01-01
dyyS,1970-01-01
eF,1997-11-05
eGG,1970-01-01
eJK,1970-01-01
eLVIS,1970-01-01
eNZA,1985-11-15
eON,1999-02-19
eTpwnHome,1970-01-01
early,1995-01-27
eastWindy,1970-01-01
edgE_(Australian_player),1970-01-01
edge_(American_player),1970-01-01
eeel,1970-01-01
effOrt,1991-01-30
effkA,1985-11-30
eifer,1993-08-17
eiger,2001-06-03
eiki,1970-01-01
ein,1990-08-11
elazer,1997-12-11
elbegast,1993-09-29
elegacy,1997-08-23
elhayM,1994-05-19
elroye,1970-01-01
elusory,1993-10-05
emperor,1993-12-29
enChant,1994-11-15
enDerr,1992-12-02
endOfLine,1970-01-01
engyn,1993-12-09
enigmA,1970-01-01
enpo,1997-12-31
ensnare,1987-09-21
eonBlu,1996-05-09
epic,1970-01-01
erebusBlack,1990-07-09
erik,1996-11-20
eterNaL,2000-03-09
eternity,2003-08-05
eurystheus,2000-03-10
evaner,1970-01-01
eve,1990-07-08
everize,1970-01-01
evire,1995-10-22
exE,1970-01-01
exia,1970-01-01
exostriker,2005-03-22
expecT,1970-01-01
ezrc,1970-01-01
f91,1983-02-17
fIGARO,1970-01-01
fagballs,1994-08-17
faiLo,1970-01-01
fairy,1990-11-27
faith,1970-01-01
fake,1990-12-22
fallY,1970-01-01
fallenger,1970-01-01
fanTaSy,1991-07-01
fanatig,1970-01-01
fargo,1970-01-01
fazer,1970-01-01
feaR,1999-12-20
feast,1993-06-14
fenix,1992-06-03
fenix_(Chinese_player),1970-01-01
fenner,1990-04-11
fightingFrog,1970-01-01
filho,1970-01-01
filthy,1970-01-01
fireCake,1990-04-27
fireFlyHugs,1970-01-01
fireFoX,2001-02-08
fireZerg,1992-02-28
firefly,2000-10-02
first,1992-06-11
fist,1996-05-09
fitzyhere,1970-01-01
fjant,2006-08-14
flash,1992-07-05
flatLine,1970-01-01
flint,1970-01-01
flood,1970-01-01
flower,1988-02-26
fly_(Taiwanese_player),1985-10-22
fly_(Chinese_player),1987-02-13
flying,1990-07-15
fmtc,1994-04-19
foCuS,1970-01-01
forGG,1990-02-13
forJumy,2002-06-27
forsen,1990-12-16
forte_(Korean_player),1996-12-26
fortune,1970-01-01
foxeR,1996-06-07
freaky,1970-01-01
freeSaGa,1983-03-18
freeZ,2001-08-05
freedom,1988-04-26
freedomTH,1970-01-01
freeedom,1970-01-01
freizya,1996-06-14
fremAN,1970-01-01
friend,1970-01-01
frisK,1999-07-22
frozen,1990-10-01
fruitDealer,1985-07-27
frustration,1994-07-17
fuRy,1985-06-12
fuelY,1970-01-01
funK,1970-01-01
funKaDeLiC,1989-03-07
funNv,1970-01-01
future_(Protoss_player),1987-05-04
future_(Terran_player),2002-03-09
fuzer,1989-05-25
zynne,1990-06-29
gAMETIME,1970-01-01
gARIMTO,1981-03-01
gGaeMo,1988-09-08
gGanDoL,1970-01-01
gambler,1981-09-25
gamerRichy,1994-01-13
gamja,1970-01-01
ganZi,1987-12-30
gannicus,1970-01-01
garitos,1996-10-24
garnet,1970-01-01
gatored,1970-01-01
geNieS,1970-01-01
geeden,1970-01-01
gemini_(Chinese_player),1996-05-28
gemini_(American_player),1995-05-18
genius,1991-08-01
genjiTakiya,1994-11-17
gerald,1998-10-16
gerbil,1970-01-01
gerrard,1984-03-07
ghosTa,1970-01-01
ghost_(Chinese_player),1997-10-22
ghostHell,2001-04-17
ghosti,2006-06-20
giangNeo,1970-01-01
giantt,1989-10-30
gimme,1995-11-07
glide,1996-07-21
glon,1995-04-28
glow_(Korean_player),1999-01-17
goOdy,1985-10-27
gogojOey,1996-11-01
golden,1994-07-19
gon,1985-07-04
goswser,1992-08-20
graVe,1991-02-28
graphix,1970-01-01
grayWarden,1970-01-01
great,1989-11-27
greatTeacher,1991-10-15
greenert,2001-11-11
gremory,1997-07-12
gretorp,1987-09-26
grid,1991-09-09
grubby,1986-05-11
guMiho,1992-08-04
guemChi,1989-11-08
guilty,1996-06-30
guineaPig,1993-10-09
guitarcheese,1995-03-20
gunGFuBanDa,1998-04-23
guru,1994-05-12
hEADHUNTER,1988-07-01
hHH,2005-12-11
hHQuanTa,1970-01-01
hTOMario,1990-11-05
hanfy,1989-08-14
haPe,1970-01-01
hack,1994-08-15
halfBreed,1989-12-16
hammEr,1993-01-10
hanbin,1995-12-15
hannibal,1985-03-05
hansin,1970-01-01
happiness,1992-01-29
happy_(Russian_player),1991-06-17
happy_(Korean_player),1991-01-22
happyZerg,1990-04-12
harpner,1990-08-31
harrier,1970-01-01
harstem,1994-07-28
has,1997-06-03
hasHe,1970-01-01
haspe,1970-01-01
hasuObs,1988-05-26
hateMe,1970-01-01
hawk,1993-12-23
hayprO,1983-06-19
hazed,1970-01-01
heRoMaRinE,1997-07-04
healer,1970-01-01
heart,1990-11-16
heavens,1970-01-01
hellraiser,1998-12-28
heltEn,1996-04-23
herO,1990-06-06
hiGhDrA,1970-01-01
hickok,1997-07-02
hiro,1998-01-25
hitman_(American_player),1996-04-02
hjax,1996-07-16
hoBBiT,1986-02-05
hoeJJa,1989-09-05
holyHit,1970-01-01
honMonO,2002-01-17
honeybear,1995-03-16
hongUn,1987-03-26
honor,1970-01-01
hoon,1970-01-01
hope_(Korean_Terran),1970-01-01
hopt,1970-01-01
horang2,1992-01-15
hot_Bid,1970-01-01
huK,1989-05-10
huShang,1994-08-16
huT,1993-07-01
hui,1986-03-09
hunta,1998-02-05
hunteR,1970-01-01
hunter,1993-02-10
hunterxx,1991-02-22
hupsaiya,1970-01-01
hurricane,1995-11-18
huySolo,1995-09-14
hwaRanG,1999-07-05
hwangSin,1992-08-01
hydra,1991-09-04
hymy,1970-01-01
hyoLyn,1970-01-01
hyperdub,1989-02-06
hyperion,1993-12-19
hyuN,1988-01-15
hyuk,1987-04-11
iLuSionClocK,1990-03-02
iNnoVation,1993-07-25
ian,1990-08-31
iba,2009-02-22
icaruS,1992-04-13
ice_(Australian_player),1992-08-26
iceCream,1994-03-11
icho,1991-08-27
idrA,1989-08-21
idrALing,1995-11-20
ieZaeL,1970-01-01
iefNaij,1991-04-19
ignite,1970-01-01
ilPrincipino,1970-01-01
illusion_(American_player),1996-03-04
imReady,1996-11-14
impact,1995-09-07
inCa,1991-07-23
inMoLaTioNs,1970-01-01
inZaNe,1970-01-01
indra,1970-01-01
indy,1994-02-19
infi,1989-09-14
inojin,1997-09-07
insur,1994-07-07
intricacy,1970-01-01
intuitioN,1970-01-01
iris,1987-02-05
isSuE,1991-01-10
jEROS,1970-01-01
jIN,1999-08-22
jKS,1970-01-01
jSL,1988-01-13
jYP,1991-10-13
jaBiTo,1988-08-02
jackO,1993-01-27
jade,1996-12-23
jaedong,1990-01-09
jagelius,1995-08-23
jakeBake,1990-10-25
jangBi,1989-05-03
january,1970-01-01
jardozer,1992-05-16
jarppi,1970-01-01
jason,1970-01-01
javieR,1970-01-01
jaxx,1995-02-05
jazBas,1970-01-01
jeaL,1995-02-17
jeeF,1989-10-31
jessica,1972-09-09
jhonny,1970-01-01
jieshi,1995-11-05
jig,1996-04-05
jila,1990-10-18
jim,1995-10-10
jimRising,1990-10-12
jimpo,1988-03-09
jinioh,2003-01-24
jinro,1989-01-14
jjun,1993-12-26
joCeLyN,1970-01-01
joJo,1985-01-31
joe,1990-08-10
jogginghose,1970-01-01
jonSnow,1997-01-13
jona,1994-01-10
jongMi,1980-09-07
jonnyREcco,1995-10-27
journey,1992-08-11
jowj,1991-05-10
juNi,1989-11-06
july,1986-12-18
junO,1996-06-11
junbo,1991-10-16
junwi,1984-09-19
justiceSimon,1994-02-07
jyJ,1993-01-24
k0str0,1970-01-01
kDY,1970-01-01
kNife,1999-11-26
kYumer,1981-09-15
kaaZ,1970-01-01
kalin,1989-12-03
kamikaze,1970-01-01
kamker,1994-05-23
kane,1992-11-16
kare,1970-01-01
kas,1988-11-25
kashim,1993-12-30
kassiA,1995-01-17
kawaiiRice,1993-05-18
keeN,1994-10-02
keePing,1986-07-16
keiras,1970-01-01
kelazhur,1995-10-10
kenZy,1991-01-02
kevinLiu,1998-07-16
kiFirE,1970-01-01
kiToO,1996-01-20
kiWiKaKi,1989-04-06
kid,1970-01-01
kieds,1993-08-04
killermonjas,1992-08-30
kinG,1970-01-01
kingCobra,1990-10-25
kingKong,1990-04-26
kingSlayer,1970-01-01
kleeneX,1988-09-20
knowMe,1984-08-05
koMA,1996-09-24
koNtiNuE,1992-04-03
komCorx,1970-01-01
kong,1970-01-01
kop,1993-02-04
koshkii,1970-01-01
kowi,1970-01-01
kozan,1970-01-01
krasS,1970-01-01
kreos,1970-01-01
krr,1989-09-24
krystianer,2004-01-29
kuma,1970-01-01
kurafi,1970-01-01
kySarr,1970-01-01
kyhol,1988-12-13
kyo,1992-09-18
kyrix,1993-03-16
kyuubi,1970-01-01
kyzer,1992-04-26
lIGHTWEIGHT,1970-01-01
lS,1970-01-01
laLuSh,1988-04-23
labyRinth,1995-01-16
ladabaz,1970-01-01
laejten,1987-03-25
lambo,1995-11-10
larry,1970-01-01
last,1992-12-25
lastShadow,1992-09-15
lastSurprise,2002-08-26
lau,1987-09-13
laukyo,1970-01-01
law,1995-04-22
leComplete,2000-09-01
leFaucheur,2001-01-17
leeLee,1991-08-08
leenock,1995-04-01
legalMind,1988-09-14
legend,1970-01-01
legendk,1984-10-12
legendKiller,2000-01-21
legionnaire,1981-04-24
lemon,1970-01-01
leoRusher,1997-03-18
lero,1970-01-01
leta,1989-11-21
levin,1970-01-01
libero,1988-09-10
life,1997-01-11
light_(player),1970-01-01
light_(Korean_player),1990-03-28
light_(Romanian_player),1970-01-01
light_VIP,1994-10-29
lightning_(Canadian_player),1995-02-06
lilbow,1995-06-25
lillekanin,1993-11-16
lind,1970-01-01
lisandro,1993-07-19
littleBoy,1985-12-23
littleWolf,1970-01-01
liveForever,1989-05-04
liveZerg,1992-05-03
livibee,1991-09-04
livinpink,1990-04-05
loLvsxD,1970-01-01
loWeLy,1986-10-02
lobo,1970-01-01
loner,1991-02-10
lopata,1986-11-06
losira,1992-04-11
lots,1970-01-01
louder,1981-02-18
loup,1970-01-01
loveCD,1970-01-01
loveTt,1986-02-24
lowko,1992-10-29
lsEbA,1995-10-02
lucifroN,1991-10-31
lucky,1991-12-02
lucky_(American_Protoss),1970-01-01
luckyFool,1988-03-18
lucoda,1997-09-07
luffy,1970-01-01
luke,1970-01-01
lunaSea,1970-01-01
luneth,1995-10-06
luolis,1997-12-25
luvsic,1991-02-16
lycan,1970-01-01
lyn,1986-12-21
lzGaMeR,1985-09-12
mC,1991-06-17
mCanning,1994-07-22
mMA,1988-10-29
mODEUS,1970-01-01
maDFroG,1984-09-26
maFia,1970-01-01
maNa,1993-12-14
maSa,1995-03-20
maSsan,1990-10-25
macSed,1987-10-04
machine,1988-01-31
mackintac,1970-01-01
madBull,1970-01-01
maddeLisk,1986-01-27
mage,1997-10-28
magnath,2004-09-10
majestic,1997-04-25
maka,1991-07-18
maker,1993-08-30
makouni,1996-04-19
malcolm,1970-01-01
mamba_(Taiwanese_player),1970-01-01
mamba_(Swiss_player),1996-12-27
mamuri,1970-01-01
manoManolo,1970-01-01
mantaza,1994-09-24
maplez,2000-01-18
mariK,1970-01-01
marineKing,1993-07-11
marineLorD,1995-06-01
marsBar,1993-07-27
marsman,1970-01-01
maru,1997-07-28
masTeR,1999-07-12
masterVasya,2000-07-08
masterok,1970-01-01
matiz,1970-01-01
matvey,1997-12-03
maxPax,1970-01-01
maximusBlack,1987-01-22
maynarde,1984-09-20
mayuki,1991-12-19
mcMonroe,1997-04-24
mekar,1970-01-01
melle,1996-07-18
mentalist,1990-02-12
meomaikA,1994-01-12
mercury,1991-10-19
miCrOLiFe,1988-08-08
miNiMaTh,1970-01-01
midday,1994-12-27
mightyKiwi,1995-01-31
mihai,1993-03-02
mikOeL,1987-01-27
milka,1970-01-01
milkiCow,2003-02-19
milla,1970-01-01
milz,1970-01-01
mimeronVex,1999-08-21
min,1988-12-02
minSeOK,1982-02-18
minatoeh,1993-08-07
mind,1991-10-03
mindelVK,1996-06-17
mini,1994-01-28
minigun,1990-07-10
miniraser,1994-10-20
mirzo,1970-01-01
misS,1970-01-01
misaki,1970-01-01
miso_(Korean_Terran),1992-05-24
misterL,1970-01-01
miszu,1970-01-01
mix,1998-02-11
mixu,2002-07-25
miya,1989-03-17
miyako,1970-01-01
moMaN,1982-12-27
moOk,1970-01-01
moRiArTy,1970-01-01
modesty,1992-02-10
mogarFNSMASH,1970-01-01
moja,1999-12-02
mondragon,1986-12-12
monstR,1996-02-28
monty,1970-01-01
mooD,1998-04-27
mooffinMan,1970-01-01
moon,1986-12-14
moosegills,1992-10-12
morroW,1992-08-11
motive,1993-07-12
motoK,1970-01-01
mouLou,1970-01-01
moutas,1970-01-01
movie,1990-08-30
mperorM,1970-01-01
mujuk,1970-01-01
musti,1990-03-08
mvp_(player),1991-02-12
mygraiN,1970-01-01
mystiC,1993-07-25
mysticMuse,1996-04-22
mysticism,1994-01-01
mystik,1990-07-05
myth,1970-01-01
mythiC,1970-01-01
myuNgSiK,1994-11-05
myuu,1970-01-01
nAKSEO,1994-03-29
nOTAKON,1993-07-27
nTT,1983-07-09
nXZ,1996-06-16
nYK,1998-05-27
naDa,1984-11-20
naNiwa,1990-03-14
naRa,1970-01-01
naTuRal,1970-01-01
naXin,1970-01-01
naYa,1993-11-13
naama,1992-10-13
nado,1995-10-06
naiveZerg,1970-01-01
najzmajs,1999-11-06
nalZa,1987-09-26
nameless,1997-10-18
namhciR,1986-05-09
namshar,1993-01-16
naniKawaii,1999-06-21
narcotic,1970-01-01
narutO,1988-06-13
nasisNazty,1970-01-01
nathanias,1993-02-25
naugrim,1990-05-27
navi,1970-01-01
nazgul,1983-05-03
neO,2000-07-16
neOAnGeL,1970-01-01
neeb,1998-02-17
neige,1993-02-26
neosShaggy,2002-04-22
nerazim,2001-04-08
nerchio,1992-08-09
nesTea,1982-12-12
nettie,1987-09-22
neuro,1989-10-10
neutrals,1991-02-11
new,1970-01-01
neytpoh,1987-06-28
nice,1999-05-15
nicoract,2002-11-21
nifi,1988-04-26
nightCloNe,1996-05-08
nightEnD,1988-02-19
nightMare,1970-01-01
nightWarrior,1998-09-07
nina,1990-08-15
ninja_(Australian_player),1994-04-09
ninja_(American_player),1970-01-01
ninjaToss,1999-10-13
niroxs,1996-03-30
nistic,1970-01-01
nitix,1970-01-01
noLimit,1970-01-01
noRegreT,1996-03-25
noblesse,1995-01-12
nogard,1993-02-07
nonY,1986-03-15
noname,1993-08-11
noticimus,1996-06-10
nuBrGNi,1992-08-07
nucleaR,1992-10-05
nukeLar,1970-01-01
numi,1970-01-01
nux,1995-04-19
nycro,1970-01-01
nzs,1970-01-01
oasis,1970-01-01
odiN,1970-01-01
odin,1987-09-23
olimoley,1991-07-23
opTiKzErO,1970-01-01
opTiMiStC,2006-03-03
operator,1970-01-01
optimus_(player),1995-08-24
vKOracle,1993-12-11
oreo,2000-11-09
organ,1988-01-29
oriOn,1988-06-20
origine,1992-01-12
orly,1987-06-19
osho,1970-01-01
ostojiy,1992-11-23
ourk,1970-01-01
outSide,1991-04-03
oxygeN,1991-07-17
oz,1989-04-23
pAPI,2004-03-30
pOX,1995-01-21
pSiArc,1989-07-18
pacomike,1991-02-05
padre,1970-01-01
painUser,1970-01-01
pandaBearMe,1998-02-21
pandaTank,1990-08-27
pappiJoe,1970-01-01
paradise,1993-10-13
paralyzE,1992-10-15
paranOid,1988-10-28
parkJongHyuk,1992-02-20
parkson,1970-01-01
partinG,1994-08-24
patience,1996-02-23
pattyMac,2002-09-06
peace,1987-08-21
penguiN,1996-03-12
pengWin,1993-07-10
peppy,1996-03-16
percival,2002-03-28
perfect,1970-01-01
personal,1998-05-14
pet,1995-10-22
petraeus,1996-06-25
pezz,1992-09-09
phamut,1970-01-01
phoeNix,1990-11-08
phoenix_(Australian_player),1995-11-10
phog,1998-01-20
piG,1988-12-11
piLiPiLi,1996-05-11
pigbaby,1992-12-14
pigeon,1970-01-01
pikA,1995-04-10
pikachu,1981-05-24
pinder,1989-08-02
plecto,1988-02-26
pluto,1995-05-18
poYo,1990-12-04
poizon,1991-09-28
pokebunny,1995-08-05
poker,1970-01-01
polt,1988-07-02
pomi,1986-01-15
pooh,1990-07-22
poseidon,1992-07-03
potiguar,1984-02-14
pox,1970-01-01
practiceX,1970-01-01
prebs,1994-11-14
predY,1989-10-09
primelot,1970-01-01
prince,1970-01-01
printSc,1970-01-01
pro7ecT,1987-02-15
proAnnn,1994-06-10
proXy,1997-12-15
probe_(player),1996-12-13
prosper,1970-01-01
protosser,1994-02-14
prototype,1998-10-02
psY,1970-01-01
psevenGaB,1970-01-01
psiOniC,1995-12-15
psych,1994-11-26
ptak,1984-10-31
ptitDrogo,1995-11-09
puMa,1991-07-23
puPu,1970-01-01
puReBall,1970-01-01
pughy,1987-11-14
punisher,1970-01-01
punk,1970-01-01
pure,1990-01-20
pure_(American_player),1970-01-01
pureLegacy,1970-01-01
puzzle,1992-10-02
pyre,1995-02-19
qike,1970-01-01
quantel,2000-03-13
queenE,1991-05-22
quiet,1994-05-25
qzDdb,1996-08-07
rOY,1970-01-01
rQM,1970-01-01
raNgeD,1970-01-01
raddow,1970-01-01
radko,1993-10-02
raggy,1995-10-11
ragnaroK,1996-09-03
rail,1993-12-15
railgan,1970-01-01
rain_(Korean_Protoss),1992-08-14
rain_(Korean_Terran),1993-12-04
rainBOw,1984-02-08
ramolito,1970-01-01
ranger,1997-07-30
rattata,2001-06-09
raza,1996-01-21
raze,1970-01-01
reBellioN,1970-01-01
reQuiem,1993-07-29
reSpOnSe,1970-01-01
reWhite,2001-03-29
reaL,1970-01-01
ready,1970-01-01
reality,1993-06-06
reaper_(American_player),2000-01-07
reasN,1993-10-04
reasoN,1970-01-01
reave,1970-01-01
red,1996-06-24
redArchon,1986-01-14
reinca,1996-06-03
renegade,1995-03-18
renewable,1970-01-01
rengen,1970-01-01
renieHouR,1993-05-29
replicant_(Kazakh_player),1998-07-14
ret,1985-11-03
revenant,1992-05-27
revenge,1970-01-01
revival,1992-01-31
revolution,1996-01-21
revolver,1989-01-30
rex,1993-04-23
reynor,2002-07-01
rhizer,2000-05-25
rhoust,1970-01-01
riChY,1985-09-24
riSky,1970-01-01
rikytan,1970-01-01
rilakkuma,1997-12-13
rinKokonoe,1996-07-16
rine,1970-01-01
riquiz,1994-01-08
rivaL,1993-09-18
rize,1996-09-18
rmdx,1987-03-22
roRrO,1997-06-08
rob,1997-02-28
rock,1986-02-01
rockEr,1990-08-24
rodzyn,1997-08-19
rogue,1994-01-13
roll,1970-01-01
rom,1996-08-30
romson,1970-01-01
rookie,1970-01-01
nikopol,1993-06-19
rorO,1991-01-19
rose,1970-01-01
rossi,1970-01-01
rotab,1970-01-01
rote,1970-01-01
rotterdaM,1987-05-08
route,1994-09-15
royal,1992-02-29
ruFF,1985-09-13
ruin,1995-08-21
ruiyichi,1970-01-01
runA,1991-03-14
runaMoK,1970-01-01
rusZerg,1994-11-26
rushcrazy,1970-01-01
ryan_(Ryan_Rushia),1989-02-08
ryan,2003-10-20
ryoO,1991-03-30
ryosis,2001-06-13
ryu,1970-01-01
ryung,1991-04-16
ryze,1988-12-13
sKillous,2001-04-17
sLeet,1970-01-01
sLiDeR,1970-01-01
