pagename,birthdate
calvin,1970-01-01
candyloon,1970-01-01
capitalist,1970-01-01
cara,1999-01-14
carn,1970-01-01
caspeRRR,1990-03-21
cast,1987-05-12
castaway,1998-06-01
catYou,1999-07-11
7ckngMad,1992-05-11
cemaTheSlayeR,1994-03-09
ceyler,1997-03-26
chYuan,1995-11-12
chains,1970-01-01
chalice,1998-08-16
yUI,1970-01-01
chaoYue,1995-10-09
chappie,1997-04-03
charlieDota,1997-09-01
chawy,1991-11-28
chessie,1992-12-26
chibix,1990-05-25
chisbug,1989-08-09
chrillee,1970-01-01
chris_Luck,1997-10-20
chu,1998-05-11
chuaN,1991-07-28
clairvoyance,1970-01-01
cognus,1970-01-01
collapse_(Russian_player),2002-02-25
comeWithMe,1992-11-04
conrad,1970-01-01
cookie_bear,1970-01-01
cooman,1998-08-12
corey_(American_player),1970-01-01
costabile,1970-01-01
cr1t-,1996-07-13
crazy,1970-01-01
crio_J,1989-10-07
crowley,1996-09-07
crydasia,1970-01-01
crystalMay,1991-07-22
crystallis,2001-10-26
crystallize,1999-08-08
cty,1994-12-16
cucahook,1970-01-01
cutipo,1970-01-01
yim,1993-05-22
cyNiCaL,1970-01-01
cyborgmatt,1970-01-01
d1smar,1970-01-01
d4574N-SG,1996-02-29
dD,1970-01-01
dDR,1993-07-10
dDX-,1990-12-18
dFlash,1998-07-28
dJ,1994-11-06
dM,2000-01-08
dale,1970-01-01
damaroo,1970-01-01
dame,2000-08-18
danelie,1970-01-01
danog,1970-01-01
dareDevilDan,1970-01-01
darkmago,1970-01-01
datbebong,1999-02-24
davai_Lama,1970-01-01
daxak,1997-05-07
dayshi,1994-08-08
deMoN,1990-07-08
dendi,1989-12-30
desperate-,2000-03-06
destrice,2002-02-02
deth,1994-12-27
dev1ce,1998-01-30
ditya_Ra,1995-03-26
luobo,1994-07-01
dkFogas,2000-07-01
dkPhobos,1989-08-27
doDo,1970-01-01
doctor,1970-01-01
donStepan,1981-10-05
doublA,1970-01-01
doubleEspresso,1991-07-15
dove,1994-06-20
downtown_Baby,1994-12-30
dragneel_FH,1970-01-01
drakeel,1970-01-01
draskyl,1988-01-19
drayich,1982-12-22
dread,1991-01-19
dreamocel,1998-01-14
dreamyU,1970-01-01
drew,1998-10-07
droog,1988-08-23
dstones,1995-11-10
duBu,1993-07-12
dukalis,2002-02-19
dunha1,1995-03-16
durpDurp,1970-01-01
dust_(player),1999-05-28
duster,2000-08-08
dutch_Freak,1970-01-01
dy,1997-05-11
eGM,1991-06-04
eagle,1970-01-01
ecnart,1996-10-10
eiritel,1970-01-01
eixn,1970-01-01
elmo,1997-10-22
emo,2001-02-19
enryu,1999-01-18
eosin,1970-01-01
ephey,1970-01-01
er-Kratos,1993-06-18
era,1995-09-03
ergon,1970-01-01
eri_Neeman,1986-12-12
erice,1995-06-12
eskillz,1992-04-01
eternaLEnVy,1991-07-02
eurus,1996-06-27
mevius,1997-08-11
ewe,1994-04-06
exist_(German_player),1992-08-18
exotic_Deer,1970-01-01
fLUFFNSTUFF,1992-08-02
francisLee,1970-01-01
faN,1970-01-01
facehugger,1997-07-18
fade_(player),1996-07-28
faith,1992-02-06
faith_bian,1998-03-21
faker_(Ivan_Demkin),1994-09-29
falcoStyle,1970-01-01
fata,1993-02-24
fbz,1970-01-01
fcr,2001-05-24
fear,1988-02-19
fearless,1995-02-07
feaver,1995-11-23
febby,1993-02-19
feelMyPain,1997-01-31
feero,1970-01-01
feimao,1970-01-01
felixCiaoBa,1996-08-28
fenrir,1989-01-18
ferrari_430,1990-02-14
fervian_(Evgeniy_Aksyonov),1994-06-15
fey,1999-06-16
fezor,1997-09-20
firestorm_(Ukrainian_player),1998-04-18
fishbone,1970-01-01
fishman,1995-09-20
five,1970-01-01
flapjack,1970-01-01
flash,1995-05-06
flow,1994-12-19
fluke,1970-01-01
flunkyFlame,1996-08-28
fly,1993-03-09
fly.,1970-01-01
flyby,1997-03-10
flyingZebra,1970-01-01
flysolo,1991-12-25
flytable,1981-01-27
focus,1997-05-30
fogged,1989-12-12
forev,1991-11-18
foxx,1970-01-01
frank,1999-07-28
freeAgain,1990-03-26
frigoleet,1970-01-01
fronz,1970-01-01
froogoss,1970-01-01
fun,1993-10-30
funn1k,1992-11-16
funzii,1970-01-01
fury_(Sam_Johnson),1970-01-01
fyms,1988-05-22
fzFz,1970-01-01
g,1992-04-16
gGS,1996-10-29
gGwpLanaya,1970-01-01
gH,1995-06-17
gOD_Z,1992-08-07
gabbi,1998-08-01
gambling,1970-01-01
garder,1989-04-17
gardick,1970-01-01
gareth,1989-06-06
gatciy,2002-07-31
gedrox,1970-01-01
gee'za,1998-04-03
geneRaL,1996-08-05
ghost_(Daniel_Chan),1970-01-01
ghost_(Chee_Chong_Wong),1970-01-01
ghostik,1994-08-24
giGA,1970-01-01
gibkiy,1996-06-15
gilgir,1998-09-26
gio,1970-01-01
giulio,1970-01-01
goAudio,1970-01-01
goDz,1990-02-27
goblak,1988-12-04
godHunt,1989-04-30
dog_7,1993-01-01
godot,1991-09-28
gorec,1970-01-01
gorgc,1993-10-28
granDGranT,1990-04-20
greedy,1970-01-01
grimzx,1996-04-17
gudii,1991-08-20
gunnar,2000-01-14
gurin,1970-01-01
h1j4ck,1996-04-14
h4nn1,1970-01-01
hANNAH_MONTANA,1992-01-01
handsken,1994-04-24
hane,1998-04-15
hannah,1998-02-09
hao,1990-07-28
haon,1970-01-01
happyDyurara,1997-10-13
heen,1987-02-28
heromu,1970-01-01
hesteJoe-Rotten,1991-03-27
hishgee,2001-03-30
hmx,1994-05-29
hooNji,1970-01-01
hook_(player),1996-01-15
hot_Bid,1970-01-01
hugo,1989-12-20
huiHui,1996-05-15
huppey,1996-01-14
husky,1970-01-01
hustla,1998-12-08
hy,1994-08-06
hyac,1970-01-01
hyde,1970-01-01
hyko,1970-01-01
hym,1997-09-10
iSI,1997-12-09
ice_(player),1970-01-01
iceberg,1997-04-13
icy,1991-01-24
ifr1t!,1999-07-27
ifrit,1970-01-01
illidan,1991-08-13
imba4,1970-01-01
immersion,1998-08-10
immortalFaith,1970-01-01
imperius,1970-01-01
inJuly,1993-01-28
inflame,1992-12-22
inkvizitor,1970-01-01
inmate,1991-11-12
insaNe,1998-04-02
inverno,1992-12-29
irving,1999-02-20
j_(Wang_Wenjun),1998-05-22
jAM,1988-01-02
jG,1970-01-01
jT-,1998-03-07
jaCkky,1970-01-01
jabbz,1970-01-01
jabz,1998-09-22
jackal,1970-01-01
jacko,1970-01-01
jamesy,1993-09-28
jasam,2001-06-05
jaunuel,1998-10-18
jeimari,1995-12-14
jenkins,1993-10-20
jerAx,1992-05-07
jericho,1995-11-20
jessieVash,1990-02-21
jesusSt1ck,1970-01-01
jeyo,1993-04-19
jhocam,1970-01-01
jhoven,1970-01-01
jiaJia,1996-05-17
jieang,1970-01-01
jixing,1993-11-21
joHnNy,1970-01-01
jobeeezy,1970-01-01
joraal,1993-11-07
jotM,1993-02-26
jst,1970-01-01
jubei,1970-01-01
julz,1992-12-21
june,1994-08-28
jUST,1998-08-07
jyC,1991-08-19
jyU,1970-01-01
k1,2000-11-10
kBBQ,1970-01-01
kJ,1999-10-23
kSi,1970-01-01
kVYZEE,1999-08-31
kaHT,1970-01-01
kaNG,1970-01-01
kabu,1992-07-16
kaci_Aitchison,1970-01-01
kai,1995-12-02
kaka,1992-11-07
freeze,1996-12-27
karl,1998-07-08
kaxanga,1991-06-05
kazz,1970-01-01
kebap,1970-01-01
kecik_Imba,1996-03-30
kefka,1970-01-01
ken_(Filipino_player),2003-08-09
kenchi,1970-01-01
kenji,1991-11-20
sag,1987-12-07
keyaNo,1970-01-01
keyser,1996-06-10
kheZu,1995-04-27
khezcute,1970-01-01
kidaro,1998-09-01
kiko,1970-01-01
kikoni,1970-01-01
killerPigeon,1993-05-15
killomancer,1998-01-16
kim0,1991-10-24
kingJ,1970-01-01
kingR,1993-08-22
kingrd,1992-01-02
kingslayer,2002-04-12
kingteka,1997-02-07
kipspul,1991-05-22
kitrak,1970-01-01
klotz22,1970-01-01
koaLa,1988-04-21
kodos,2001-04-26
kom4rt,2000-09-26
korok,1993-09-02
kotLGuy,1984-11-16
kpoptosis,1991-01-19
kuku,1996-09-21
kuroKy,1992-10-28
kvH,1970-01-01
faker_(Eliseo_Arancibia),2001-04-01
kyT,1970-01-01
melonzz,1992-07-09
l0lik_O,1994-07-21
lD,1986-06-03
laKelz,1989-10-26
laNm,1989-12-25
lacoste,1987-11-22
lanaro,1970-01-01
lance_(Malaysian_player),1970-01-01
lanigirO,1991-05-07
lapiz,1970-01-01
last,1997-04-01
lastHero,1994-05-19
lazar',1991-01-31
le_don,1998-02-16
leBronDota,1990-04-23
leaf,1970-01-01
lelis,1996-11-24
leo,1970-01-01
leonardo_LML,1985-11-14
leoStyle-,1995-06-26
lesserblue,1970-01-01
lex,1996-04-24
li,1970-01-01
liekkas,1992-11-22
lies,1970-01-01
lighTofHeaveN,1988-01-04
lil,1995-12-24
lil_Nick,1970-01-01
lil_kin6,1995-10-04
limmp,1995-05-31
lin,1970-01-01
link,1992-04-19
lionaX,1970-01-01
lirik,1993-07-29
littleBoy,1970-01-01
loda,1988-03-19
lodine,1995-10-10
lokarN,1970-01-01
longDD,1988-01-30
longGGG,1970-01-01
loomdun,1970-01-01
lorenof,2002-11-06
loseyourself,1970-01-01
loski,1970-01-01
lpc,1990-01-12
luLu^^,1970-01-01
lubby,1994-06-02
luciano,1970-01-01
luiziin,1970-01-01
luk,1970-01-01
lum1Sit,1999-12-04
luminous,1988-08-04
lumière,1970-01-01
lww,1999-05-06
lwy,1994-09-14
lym-,2002-05-27
lyrical,1989-12-13
mATUMBAMAN,1995-03-03
mISERY,1991-07-14
mJW,1970-01-01
mLPDotA,1970-01-01
mMY,1989-09-10
mP,1994-04-16
mSS,1995-11-28
mTD,2001-01-30
mYSmoon,1999-05-19
maGoma,1970-01-01
maNia,1984-09-03
maRveL-,1970-01-01
maTa,1970-01-01
mac,1998-10-25
machine,1993-08-31
mad,1993-10-10
madara_(Omar_Dabachach),1970-01-01
madara_(Christian_Kimura),1970-01-01
maden,1995-05-20
maelk,1986-06-18
maelstorm,1990-03-31
mafiA,1970-01-01
mag~,1990-05-10
magE-,1997-12-14
magicaL_(Idan_Vardanian),1998-10-25
magical_(Vietnamese_player),1993-06-22
magiskUSH,1999-04-20
malik,1999-02-17
malystryx,1970-01-01
mamang_Daya,2002-05-16
mambos,1996-10-05
mandy,1999-03-15
mango_Banana,1970-01-01
mantis,1992-08-25
marc,1970-01-01
march_(Park_Tae-won),1988-03-14
masaros,1997-08-27
mashall,1992-03-24
masoku,1970-01-01
masquerade,1991-10-26
massacre,1992-02-17
mastermind,1996-08-20
mastery,1999-04-18
matino,1970-01-01
matrim,1970-01-01
matthew,1998-07-19
maut,1990-12-25
maybe_Next_Time,1994-10-21
meTTpuM,1970-01-01
meliodas,1970-01-01
melodyLovers,1989-12-28
mentirinha,1993-07-26
meracle,1996-03-08
merlini,1987-10-23
miHawk,1970-01-01
michael-,1970-01-01
midOne,1996-06-03
mikasa,1986-10-21
mikasa_(Chaianan_Thawatwong),1995-03-01
mikey,1995-10-01
mikoto,2000-02-28
mila,1970-01-01
minD_ContRoL,1995-01-20
minerva,1970-01-01
mingatte,1970-01-01
mini,1993-09-08
miposhka,1997-11-30
mira,1999-11-03
miracle-,1997-06-20
mirakel,1990-02-18
misha,1997-11-20
mitch,1992-04-27
mjz,2000-08-23
minoz,1997-01-31
moOz,1970-01-01
moZuN,1970-01-01
mofi,1970-01-01
monet,1999-09-25
monolith,1970-01-01
monster,1970-01-01
moo,1995-11-09
moogy,1994-04-19
moon_(Kam_Boon_Seng),1995-02-12
moonMeander,1992-01-28
moonlight,1970-01-01
moonlight_(Chilean_player),1997-05-05
morf-designer,1970-01-01
mortalles,1992-02-13
moxxi,1970-01-01
mr.Jeans,1970-01-01
mr_Choco,1970-01-01
mrrr,1970-01-01
mS_(player),1998-09-24
mtR,1970-01-01
mtrx4u,1988-10-22
mu,1989-12-24
muf,1998-09-03
muriel,1970-01-01
mushi,1990-11-27
myPro,1992-06-25
mynuts,1970-01-01
n0tail,1993-10-08
neqroman,1996-01-01
nO_Chanc3,1992-10-02
nS,1988-09-24
nS-ART,1970-01-01
nT-,1970-01-01
nafari,1993-09-18
nahaz,1976-08-03
naive-,2000-05-22
nando,1996-10-31
naoG,1970-01-01
napaleoshQa,1970-01-01
natsumi-,2001-08-08
ndree,1988-10-17
neaR,1970-01-01
neah666,2002-02-11
necca,1970-01-01
nedbone,1970-01-01
nefrit,1997-02-24
negi,1970-01-01
neks,1970-01-01
net_(player),1991-10-13
eND,1970-01-01
newsham,1970-01-01
nexus,1992-08-04
neysidney,1970-01-01
nightfall,2002-05-16
nikko,2000-12-14
nikobaby,1997-05-27
nine,1970-01-01
niqua,1993-09-19
nisha,2000-09-28
nix,1996-11-12
nj,1970-01-01
no!ob,2000-09-06
noFear,1993-07-03
noia,1989-07-17
nomad,1995-01-21
nono,1970-01-01
noone,1997-09-04
notInMyHouse,1999-02-02
notah,1970-01-01
nothingToSay,2000-12-21
noxville,1988-09-30
nuages,1995-08-14
nutZ,1989-08-31
oDPixel,1993-03-29
offak,1970-01-01
ohaiyo,1993-03-31
oli,1996-01-09
olsior,1993-11-03
omegaPwner,1970-01-01
op,1992-04-06
ori,1995-07-22
origami,1970-01-01
oscar,1970-01-01
otaker,1970-01-01
ouker,1970-01-01
pCT,1970-01-01
pGG,1990-11-13
pSM,1986-08-19
pablo,1995-08-31
pajkatt,1992-09-19
palantimos,1997-06-05
palos,2001-10-30
pamplona,1999-04-29
panda_(Indonesian_player),1970-01-01
pandaboo,1970-01-01
pandaego,1970-01-01
pantomem,1999-06-15
papatooty,1970-01-01
papita,1995-01-19
patSoul,1970-01-01
patos,1970-01-01
pawpaw,1996-06-07
peksu,1999-10-15
petru44o,1996-07-23
petushara,1999-03-03
pinoy,1970-01-01
piPi,2003-04-06
piao,1995-08-23
pikachu,1997-04-13
pimpmuckL,1970-01-01
pingvincek,1970-01-01
pio,1997-06-10
playHard,1998-10-09
playmatE,1988-10-26
poglet,1970-01-01
poptart,1992-11-03
prada,1970-01-01
prettyHaw,1992-09-16
prince,1970-01-01
aCE_(Tan_Erjie),1970-01-01
puberrrR,1970-01-01
puer_tea,1970-01-01
puppey,1990-03-06
purge_(Kevin_Godec),1987-08-17
pyrionFlax,1976-03-29
pyue,1998-08-14
pyw,1970-01-01
q,1993-04-18
q_(Thai_player),1998-03-05
le,1993-08-08
qO,1993-09-22
qQQ,1985-09-19
qYQX,1998-01-07
cC&C,1970-01-01
qupe,1970-01-01
demons,1970-01-01
rAMZES666,1999-04-25
rMC,1970-01-01
rR,1994-11-08
rabbit,1970-01-01
raging_Potato,1970-01-01
rajjix,1970-01-01
rakuzan,1970-01-01
ramz,1997-03-05
ran,1970-01-01
rap_Rap,1970-01-01
rapy,1996-11-08
rari,1999-01-11
raven,1998-09-22
raykill,1970-01-01
raylalisa,1970-01-01
rdO,1970-01-01
reaLaxXx,1991-07-30
realToxi,1993-02-09
reaves,1970-01-01
red_(Vietnamese_player),1996-02-23
redMonster,1970-01-01
redPanda,1995-12-10
redeye,1971-11-11
reelo,1970-01-01
reesion,1970-01-01
reisen,1993-03-04
resolut1on,1996-09-02
retribution,1996-10-30
richard,1970-01-01
rico,1998-09-08
riser,1970-01-01
rises,1970-01-01
ritsu,1970-01-01
roD,1994-01-25
roMaLL1Ka,1992-03-19
robo-Z,1970-01-01
roddgeee,1994-01-09
rodjER,1993-12-14
rogerDodger,1970-01-01
rong,1970-01-01
roy,1970-01-01
runec,1997-10-22
rupido,1999-06-17
rusman,1999-03-16
ryoya,1970-01-01
ryuya,1970-01-01
ryze,1989-02-20
sCripted,1970-01-01
sLiCKz,1970-01-01
sOhY,1998-03-19
sTABA,1970-01-01
sTORM,1995-07-22
sVG,1993-12-05
sabeRLight-,2000-10-13
sacred_(Peruvian_player),2000-09-10
saintDeLucaz,1970-01-01
sakata,1995-07-21
saksa,1995-06-12
sam_H,1994-12-12
samael,1993-05-05
sammyboy,1970-01-01
samsam,1996-05-31
sanSheng,1989-06-13
sanctity-,2001-07-06
white,1970-01-01
santa,1989-06-10
save-,2002-02-04
scandal,1991-12-04
sccc,1995-08-18
scofield,1998-04-29
scourge_McDuck,1970-01-01
sealkid,1970-01-01
sedoy,1992-06-08
seekNStrike,1970-01-01
sehny,1991-06-23
seleCT,1988-10-21
seleri,1999-07-03
september,1995-04-17
seri,1970-01-01
shade,1999-02-14
sexyBamboe,1992-01-20
sexyeYogye,1997-12-12
sexyfat,1970-01-01
sh4dowehhh,1996-06-23
shachlo,1992-05-22
shad,1999-10-18
shaker,1970-01-01
shaking,1996-06-03
shaneomad,1970-01-01
shanks,1970-01-01
sharky,1990-05-10
sheever,1985-04-26
sherlock,1993-07-10
shiki,1992-10-07
shining,1970-01-01
shinymF,1970-01-01
shoe,1970-01-01
shØwT,1995-06-18
siamese.C,1996-04-30
sifla,1970-01-01
silent,1992-12-03
singSing,1991-06-19
sirActionSlacks,1970-01-01
sirc,1970-01-01
skadilicious,1998-09-24
skevich,1970-01-01
sky_(Korean_player),1970-01-01
skyLark,1997-02-26
slander,1992-06-04
slashStrike,1970-01-01
slaw,1970-01-01
slayer_(American_player),1970-01-01
sm1Ley,1994-12-06
smAsH,1970-01-01
aRS-ART,1988-08-12
smiling_Knight,2001-08-03
sneyking,1995-05-03
snoopy,1970-01-01
soLotic,1970-01-01
soNNeikO,1997-05-16
sober,1996-01-01
sockshka,1992-08-19
sold_out,1970-01-01
solitude,1970-01-01
solo,1990-08-07
somnus丶M,1995-12-16
sooths,1970-01-01
speeed,1970-01-01
spin,1970-01-01
splicko,1970-01-01
srf,1998-06-12
sryFox,1970-01-01
ssaSpartan,1994-05-25
stalk,1993-03-12
stan_King,1970-01-01
state21,1970-01-01
steelborco,1998-07-20
steffstyle,1970-01-01
stick_(Axel_Chambe),1970-01-01
stingeR,1996-12-04
stizer,1998-10-28
stormC4t-,1970-01-01
stormstormer,1998-04-26
sueño,1970-01-01
sumaiL,1999-02-13
sunBhie,1990-04-10
sunlight,1995-11-25
super,1993-01-04
superNova,1970-01-01
supream^,2000-11-10
supreme,1970-01-01
swiftending,1993-07-01
swifty,1996-07-30
sword,1996-10-06
sword_Art,1970-01-01
syeonix,1998-10-02
sylar,1993-12-20
szabo666,1970-01-01
t-Panda,1993-02-10
tANNER,1997-10-09
tC,1992-04-04
tEKCOR,1970-01-01
tORONTOTOKYO,1997-04-30
taO,1970-01-01
taiTake,1970-01-01
taiga,1998-07-04
tainim,1970-01-01
tano,1970-01-01
tavo,1994-12-19
teaGuvnor,1996-12-04
teehee,1995-11-20
tekcac,1992-07-24
telpecarne,1970-01-01
the_Azathoth,1970-01-01
theBloodySky,1970-01-01
theChosenOne,1993-12-12
theHeartlessKing,1989-07-14
the_apathy,1970-01-01
therence,1995-01-29
thiolicor,1999-08-10
thuG,1994-01-26
tidesofTime,1991-12-31
tigger,1994-11-09
timado,2000-09-06
time2Die,1970-01-01
timo,1970-01-01
tims,1997-07-04
tingleK1ng,1970-01-01
tino,1970-01-01
tipek,1996-09-03
tnK,1970-01-01
tobi_(Austrian_player),1996-12-20
tobiWan,1985-07-24
toei,1970-01-01
toffees,1970-01-01
tone,1970-01-01
tonya,1992-12-31
tooFuckingGood,1970-01-01
topson,1998-04-14
tpoH,1970-01-01
trentPax,1970-01-01
trixi,1989-12-28
tsunami,1970-01-01
tuTu,1970-01-01
tudi,1996-09-02
tulex,1970-01-01
turbo_(Kazakh_player),1970-01-01
ty,1997-11-22
tzy,1970-01-01
uSH,1970-01-01
underShock,1996-07-13
universe,1989-10-11
usagi,1970-01-01
v-Tune,2000-08-11
vANSKOR,1995-01-20
vaalix,1970-01-01
valqui,1970-01-01
van,1996-08-16
varen,1970-01-01
varizh,1970-01-01
versuta,1989-01-17
velo,1995-01-11
vicoros,1970-01-01
vigoss,1987-10-31
visery,1995-08-16
vitaly,1970-01-01
vivian,1993-12-27
vlaicu,1970-01-01
vol,1970-01-01
w1sh-,1998-02-17
wagamama,1989-04-07
waixi,1996-11-12
warlog,1970-01-01
warss,1970-01-01
waytosexy,1993-12-08
welp,1970-01-01
wenn,1970-01-01
weppas,1992-03-23
whitemon,2000-07-22
white丶Album,1998-04-08
wij,1970-01-01
windx,1970-01-01
winteR,1989-08-21
wishing,1996-08-18
wisper,2001-11-03
wizard,1999-04-04
woMy,2002-03-28
x1aOyU,2001-05-01
xBOCT,1990-12-29
xCJ,1994-08-25
xDD,1970-01-01
xSvamp1Re,1997-11-20
xaKoH,1990-07-13
xcalibur,1997-08-21
xemistrY,1970-01-01
xenon,1970-01-01
xepher,1996-06-27
luo,1990-10-25
xiaoXiaoSala,1970-01-01
xibbe,1994-10-15
xiiTuzi,1995-03-02
xinQ,1998-07-06
xm,1999-02-11
xtiNcT,1988-10-16
xtt,1970-01-01
xxs,1999-08-21
xyclopz,1970-01-01
xyz,1996-10-14
xz,1992-10-18
yRG,1994-06-02
yYF,1987-02-03
yabyoo,1996-03-11
yadomi,1970-01-01
yamSun,1970-01-01
yamateH,1990-02-27
yammerS,1997-04-05
yang,1996-11-15
yao,1990-12-23
yaphetS,1990-03-08
yapzOr,1994-10-17
yarintheslayer,1970-01-01
yasy,1994-08-09
yatoro,2003-03-12
yawaR,1997-04-03
yds.,1970-01-01
yel,1997-05-19
yif,1994-09-07
yin,1970-01-01
yopaj,2001-08-26
yowe,2001-07-08
yp,1970-01-01
ysaera,1970-01-01
yuma,1970-01-01
yuno_(Wang_Jing),1992-12-02
zSMJ,1990-02-06
zacky,1970-01-01
zayac,1998-12-02
zeal,1998-11-16
zenigata,1970-01-01
zenki,1997-07-14
zeroPerfect,1992-09-05
zfreek,1994-05-14
zhou,1990-06-14
zippO,1970-01-01
zitraks,1999-05-11
zizou,1970-01-01
ztok,1995-05-18
zyd,1970-01-01
zyori,1989-10-16
zyzz,1970-01-01
tSA,1997-10-18
aabBAA,1990-09-07
ace_(Paulo_Camerino),1970-01-01
agressive_child,2002-12-11
ahfu,1994-06-06
aikster,1970-01-01
ana,1999-10-26
theVeryFamous.ar3a,1993-01-11
b1kA,1997-07-09
bLink,1992-07-31
bOne7,1991-02-20
baLones,1988-11-10
balla,1970-01-01
bardo,1970-01-01
qd,1970-01-01
blowyourbrain,1992-10-03
bobo,1998-04-18
boolk,1990-09-01
boombell,1992-06-30
boris,1970-01-01
brink,1970-01-01
bubu,1993-10-23
bukka,1970-01-01
c4t,1993-02-12
cYso,1992-04-28
canceL^^,1995-10-17
carrot,1970-01-01
cas158,1970-01-01
chshrct,1990-09-05
ck_(Russian_player),1998-05-03
cml,1998-03-17
craNich,1970-01-01
csj,1970-01-01
dabeliuteef,1970-01-01
dark,1970-01-01
db-,2000-01-13
ddc,1990-07-03
ddz,1996-01-25
depressed_kid,2004-08-19
destiny,1970-01-01
dirmaoURSO,1987-03-12
distilled,1970-01-01
dnm,2003-04-13
dnz,1994-12-23
dolem,1997-12-26
doodle,1996-02-01
dream`,2000-03-28
dyrachYO,2001-09-05
eGo,2001-07-09
eL_lisasH,1996-07-28
eLeVeN,1995-12-07
yume,1997-08-27
elmisho,1970-01-01
empyreaN,1970-01-01
eresloco,1970-01-01
esK,1970-01-01
eyyou,1970-01-01
f(x),1970-01-01
flyfly,1996-12-04
fn,1994-06-07
fng,1995-09-24
fozzy,1970-01-01
fy,1995-02-12
g0g1,1988-10-19
garter,1991-09-26
german_player,1970-01-01
ghost_(player),1970-01-01
gnoji,1970-01-01
goddam,1995-09-12
goking,1970-01-01
gpk,2001-08-23
grizine,1970-01-01
guanzo,1970-01-01
guipepe,1994-03-05
