pagename,birthdate
d3xter,1970-01-01
dIDI8,1984-04-23
dNA,1990-02-02
dT,1970-01-01
dV,1989-02-11
dVD,1970-01-01
daille,1970-01-01
danGer,1990-01-02
danda,1970-01-01
darKen,1970-01-01
darkSun,1986-08-23
darkmove,1970-01-01
darkness,1970-01-01
dave,1989-09-09
daviN,1986-08-20
dayFly,1983-02-07
deLfiR,1987-08-22
deLiRIuM,1970-01-01
deMiGoD,1970-01-01
deMusliM,1990-01-24
deadman,1988-08-07
deadmouz,1991-10-13
deathnote,1991-12-29
deco,1970-01-01
def,1970-01-01
deliCato,1984-05-17
deloreX,1987-01-28
delta,2001-06-28
demon,1970-01-01
demonsheep,1989-11-26
desTr0,1970-01-01
destroyeR,1970-01-01
deuce,1993-07-07
dieSeL,1988-05-13
dirtBag,1970-01-01
dise,1999-12-22
dk.Daddy,1970-01-01
doLLaR,1991-09-11
dolorian,1990-04-27
dominatoR,1983-10-11
doombringer,1970-01-01
dowaQ,1991-06-18
dreAm,1989-06-16
dreamBoy,1970-01-01
drenotur,1991-12-02
drunken,1991-08-09
duCui,1970-01-01
duck,1991-07-10
dwC,1988-10-27
eAT,1986-12-14
eBlue,1970-01-01
eNZA,1985-11-15
eVE,1970-01-01
edGE,1988-07-09
edo,1991-10-26
efFeCt,1991-09-17
efpAT,1992-04-29
eightyfour,1990-10-30
elakeDuck,1986-10-31
eleGaNt,1991-06-22
eli,1970-01-01
elkY,1981-02-08
ember,2002-09-18
enChant,1994-11-15
enTe,1987-02-23
endarspire,1970-01-01
energize,1988-06-25
eric,1988-03-27
evE,1985-07-23
evanescence,1987-08-03
evenStar,1982-03-30
eviscEratoR,1970-01-01
eye-Servant,1991-02-16
fK,1970-01-01
fP,1970-01-01
fQQ,1970-01-01
faTC,1986-02-20
faiLo,1970-01-01
fantafiction,1989-02-02
farmer,1990-07-15
fast,1990-11-14
fastClick,1988-08-01
fastTurtle,1986-09-01
fav,1988-08-23
federal,1986-06-24
feeLx,1988-10-21
fenix,1970-01-01
fhra,1985-06-22
fiR,1970-01-01
fiX,1970-01-01
fiZiX,1970-01-01
fire_de,1986-03-06
firestrike,1987-10-23
fisT,1970-01-01
fisch,1990-01-24
fish,1970-01-01
fiveStar,1970-01-01
flame,1990-07-20
flasH,1985-05-24
flopoks,1970-01-01
fly100%,1987-02-13
flyShow,1986-08-20
flyshow,1986-08-20
foCuS,1989-02-03
foDDeR,1970-01-01
foV,1985-02-21
foX,1984-09-27
fog,1970-01-01
foggy,1993-04-12
forDream,1970-01-01
forFun,1988-08-13
forHappy,1970-01-01
forTreSs,1987-04-22
forkxx,1991-05-30
fortitude,1995-03-15
fpXy,1997-12-31
franCesc,1970-01-01
franzyzz,1970-01-01
free,1970-01-01
freeDom,1988-04-26
freezer,1986-12-17
frenzy_(Korean_caster),1989-07-18
frido,1970-01-01
frienD,1991-06-01
frizzeR,1988-12-19
frosti,1990-11-15
frozen,1990-08-30
fuRy,1985-06-12
fury_(Korean_player),1970-01-01
future,1989-09-03
fyah,1970-01-01
gGtry,1970-01-01
gLaiVe,1988-12-07
gamlaSonn,1989-07-04
geno,1985-04-16
gerrard,1970-01-01
ghosT,1970-01-01
ghost_(Serbian_player),1988-06-15
ghostridah,1985-06-04
giacomo,1983-10-10
ginsash,1970-01-01
girlyluck,1988-10-05
goFly,1991-01-17
goStop,1984-10-15
goblin,1970-01-01
godFather,1992-09-24
gold_(Russian_player),1988-02-29
gonz,1990-11-09
gottaBe,1988-06-17
graVe,1991-02-28
green,1970-01-01
grubby,1986-05-11
gstar,1970-01-01
guL1,1989-11-04
guangMo,1983-04-12
gunEgg,1989-03-18
gyc,1993-11-23
gyunah,1970-01-01
hLA,1990-06-22
hacker,1970-01-01
hainiu,1970-01-01
happY,1988-06-09
happo,1989-02-12
happy,1991-06-17
hasuHasi,1989-11-22
hasuObs,1988-05-26
hateMePls,1970-01-01
havoline,1990-06-25
hawK,1990-01-28
heMaN,1985-09-01
heat,1970-01-01
helbisch,1970-01-01
hellRaiseR,1970-01-01
henL,1986-05-20
hi2Chaco,1987-06-02
highly,1970-01-01
hiki,1981-08-06
hipposaur,1995-03-01
hitman,1996-04-02
hoBBiT,1986-02-05
hoRRoR,1970-01-01
hoT,1986-08-05
holyHuman,1989-05-09
hopeStar,1970-01-01
horde,1970-01-01
zorg,1970-01-01
huG,1995-06-17
huaidan,1970-01-01
huang_Feng,1970-01-01
hum4nic,1986-12-11
hundredkg,1970-01-01
hunter,1989-11-05
hunter_(American_player),1970-01-01
hurricaneBo,1993-10-20
hypeR,1970-01-01
iamBan,1970-01-01
iamBlue,1970-01-01
iblazatar,1970-01-01
ic3,1989-10-13
ikbencool,1970-01-01
illumize,1990-05-12
imotas,1985-06-22
inFeRnO,1970-01-01
inToX,1982-08-19
indra,1970-01-01
infi,1989-09-14
insomnia,1983-09-10
inspired,2004-10-12
inter,1990-04-24
invain,2001-11-09
izual,1970-01-01
jN,1988-09-21
jaba,1970-01-01
jack,1970-01-01
jadeDark,1988-06-03
jangBi,1970-01-01
jatelyn,1970-01-01
jehu,1989-02-11
jinZo,1970-01-01
jini,1986-05-10
joJo,1970-01-01
joe,1993-11-28
johker,1970-01-01
johnnyCage,1998-10-04
jokeRn,1994-09-14
jon,1970-01-01
jorGa,1989-09-07
juPanda,1984-02-15
juicyFruit,1970-01-01
jun,1970-01-01
jupiter,1970-01-01
jusTDoiTpLs,1970-01-01
kKapstone,1970-01-01
kPECT,1988-02-26
kaJ,1985-12-19
kacer,1970-01-01
kaefer,1970-01-01
kaho,1970-01-01
kain,1970-01-01
karma,1982-01-03
karmar,1993-02-01
kas,1988-11-25
keda,1970-01-01
keep_ouT,1970-01-01
kei,1990-08-06
kemPeR,1987-05-26
kenshin,1970-01-01
kevin,1994-08-24
kiRa_(French_player),1970-01-01
kiWiKaKi,1989-04-06
kimChoonSam,1970-01-01
kingTenOfClubs,1970-01-01
kira,1970-01-01
kiske,1988-11-13
klaus,1970-01-01
kleeneX,1988-09-20
klerna,1970-01-01
knOfF,1989-09-11
knoPa,1987-12-24
knutzi,1986-11-17
konna,1988-10-23
koshey,1986-03-31
kounTy,1970-01-01
kowi,1989-12-15
kraV,1993-07-09
krawieC,1970-01-01
kroLu,1970-01-01
kurCo,1990-03-30
kyo_(Korean_player),1970-01-01
lNJ,1970-01-01
laWn,1970-01-01
labyRinth,1995-01-16
ladin,1991-09-04
lado,1970-01-01
laoWu,1983-07-28
lasH,1970-01-01
lastKiss,1991-03-31
lawLiet,1991-04-15
leMei,1991-09-02
leX,1990-06-24
leader,1988-08-24
lefy,1990-04-19
leijonamieli,1970-01-01
leon,1992-04-01
levin,1970-01-01
liKe,1996-04-10
life,1997-01-01
liiLD.C,1989-08-04
like,1970-01-01
lin_Guagua,1993-12-30
linJunJie,1970-01-01
liqs,1994-07-04
loL_vs_xD,1988-10-08
loLaS,1989-10-31
longWalk,1990-10-23
lordo,1970-01-01
lose,1990-10-15
love1orc,1970-01-01
luChaeL,1986-08-19
luKe,1989-08-22
lubber,1988-10-05
lucifroN,1991-10-31
luna,1992-03-21
luxury,1970-01-01
lySy,1970-01-01
lyc,1987-01-29
lyn,1986-12-21
mGBP,1970-01-01
mODEUS,1999-11-23
mOES,1970-01-01
mR,1970-01-01
maCk,1990-05-01
maDFroG,1984-09-26
maGGo,1992-09-04
maNuS,1986-08-29
macSed,1987-10-04
mackay,1970-01-01
madoka,1970-01-01
magazek,1990-02-15
magicYang,1970-01-01
majestic,1990-09-15
maki,1992-06-06
malboy,1992-04-18
maloy,1970-01-01
mamoru,1989-02-26
mango,1991-06-15
marsimoo,1970-01-01
martialSpirit,1970-01-01
maru,1970-01-01
masaa,1987-09-11
mask,1988-08-26
masterTrupov,1981-04-09
may,1981-11-17
meS,1970-01-01
medusa,1970-01-01
melody,1970-01-01
mereDith,1991-09-06
messi,1970-01-01
metHiX,1990-09-19
meteor,1970-01-01
miNiMuM,1985-12-01
miV,1970-01-01
michaelis,1970-01-01
microAway,1988-01-13
miezhiko,1970-01-01
miker,1984-03-06
mimmox,1970-01-01
minHyuk,1987-05-04
mine,1970-01-01
miou,1985-12-23
miss_(Korean_player),1985-01-12
misterWinner,1991-02-18
mixTape,1989-01-01
monster,1993-01-20
moon,1986-12-14
moon_(Bulgarian_player),1987-12-10
moonman,1987-11-30
morfius,1970-01-01
morgan,1991-02-10
mosura,1998-11-30
mr.TuTu,1978-10-30
multick,1986-07-30
music,1970-01-01
myOnlyStar,1970-01-01
myStar,1988-12-30
myWa,1986-10-09
myc,1970-01-01
myrik,1986-11-13
mysT,1987-07-18
myth_(Dutch_player),1984-06-14
myth,1985-12-11
n4p0muk,1988-05-03
nG,1992-11-21
naNiwa,1990-03-14
naRa,1970-01-01
naama,1992-10-13
nangChun,1970-01-01
napS,1990-04-04
nari,1970-01-01
nce,1991-09-17
necros,1991-04-02
neksy,1991-03-29
neo,1989-07-13
neytpoh,1987-06-28
niFi,1970-01-01
niam,1970-01-01
nicholas,1970-01-01
nick,1989-04-06
nicker,1986-07-26
night_(German_player),1989-06-18
nightEnD,1988-02-19
nightWOlf,1986-12-13
nilknarf,1970-01-01
nitemarE,1970-01-01
no.90,1990-04-01
noV,1989-08-19
noobwar,1988-12-28
norukill,1970-01-01
oC,1988-04-30
ocean,1998-04-10
ohjie,1987-04-20
orLy,1970-01-01
orangeman,1970-01-01
orcWorker,1990-09-22
over-Admire,1970-01-01
paNiC_WaSaNo,1970-01-01
paSSioN_(German_player),1992-08-11
paTo,1990-01-20
padash,1970-01-01
pain,1991-11-30
paladyn,1986-11-23
palleS,1970-01-01
panxiang,1986-12-26
paraDise,1986-10-10
passion,1990-08-08
paulyan,1970-01-01
peJo,1970-01-01
peonElle,1983-12-01
phANtoM,1970-01-01
pheniX,1970-01-01
phiLbOiS,1970-01-01
philBot,1988-03-22
philo,1970-01-01
phoeNix,1992-03-23
piKwiC,1970-01-01
pigMiss,1970-01-01
pingge,1992-08-09
please,1989-04-04
poDoX,1987-02-05
poGi,1990-06-03
poe,1970-01-01
point,1984-11-25
pokey,1970-01-01
powy,1970-01-01
praDo,1990-03-22
pride,1989-12-26
priesT,1970-01-01
protois,1988-06-28
psYkO,1992-02-15
puReBall,1970-01-01
puppet,1970-01-01
qazzi,1970-01-01
qeki,1970-01-01
quaiX,1988-01-18
quberte,1970-01-01
rD,1986-04-22
raGsen,1970-01-01
raXoZa,1988-02-14
raZZoRMaN,1989-12-30
raZoR,1970-01-01
rabbit,1987-01-14
racor,1970-01-01
rados,1991-06-22
rahvin,1989-12-10
rain,1989-11-30
rainMaker,1991-12-10
rainbow,1970-01-01
rainman,1987-03-16
ralri,1970-01-01
rama,1970-01-01
ranger,1983-01-21
rapiNG,1992-03-24
raspot,1992-10-29
raul,1983-12-01
ravage,1987-09-20
ravinDrannor,1970-01-01
ray,1970-01-01
reaLx,1970-01-01
reaVeR,1970-01-01
real,1970-01-01
recall,1970-01-01
reiGn,1988-01-20
reignofdark,1991-01-28
rellik,1989-11-06
reprisaL,1989-11-12
reseT,1970-01-01
resolver,1989-06-24
revenant,1992-05-27
revolver,1989-01-30
rholle,1988-05-30
richApM,1999-05-21
rigety,1970-01-01
rightSense,1970-01-01
rikytan,1970-01-01
ro(n)iN,1970-01-01
rob,1990-07-17
robelldo,1970-01-01
robinson,1970-01-01
roll,1989-03-10
romeo,1984-11-09
rori,1970-01-01
rosenkill,1970-01-01
rotterdaM,1987-05-08
rottereye,1970-01-01
roy7,1970-01-01
ruben,1988-11-10
rudan,1992-10-15
ruka,1970-01-01
rull3r,1970-01-01
rusi,1970-01-01
s.o.K.o.L,1988-08-28
sDmK,1989-06-24
sGFred,1986-01-18
saSe,1987-07-12
safe,1970-01-01
sai,1988-11-02
saiDe,1970-01-01
sasuke,1990-05-14
satiini,1988-03-06
saturN,1970-01-01
sayen,1987-08-27
saysO,1990-04-21
scars,1999-11-12
scorpio,1983-10-01
scription,1970-01-01
seGaL,1970-01-01
sePhI,1970-01-01
seTh,1970-01-01
seaWeed,1970-01-01
secmoon,1970-01-01
seda,1970-01-01
sein,1989-05-18
seleCT,1988-10-21
ser,1991-03-04
shaD,1970-01-01
shaDai,1970-01-01
shaDoWn,1995-07-21
shaMan,1970-01-01
shaMi,1970-01-01
shadQwsong,1989-05-27
shadowTaker,1970-01-01
sharK,1990-08-23
sharck,1970-01-01
sheik,1996-01-11
shine,1987-04-21
shoCK,1986-08-16
shock_(Russian_player),1985-09-24
shocker,1988-05-01
shocky,1991-04-22
shoo,1970-01-01
shore,1987-01-26
shortround,1983-08-02
shorty,1988-11-25
shot,1970-01-01
show,1990-07-29
showTime,1990-07-07
shrieK,1970-01-01
shy,1986-10-25
siN,1991-04-26
silence_(Russian_player),1970-01-01
simba,1970-01-01
simo6Killer,1988-09-19
sini,1991-12-01
sir_J,1970-01-01
size,1970-01-01
sjoW,1986-12-23
skelton,1982-08-09
skendel,1970-01-01
skutt,1970-01-01
sky,1985-03-27
skyRocky,1970-01-01
skyward,1970-01-01
skyyart,1988-07-19
sl4sH,1986-05-20
slaCash,1970-01-01
slayer,1989-03-23
sly,1993-02-25
smoshy,1970-01-01
smurf,1970-01-01
snaKE,1989-02-08
snagz,1970-01-01
sniq,1993-03-18
snowKiss,1986-05-17
soJu,1985-06-26
socceR,1988-02-12
soin,1992-03-03
sok,1992-03-24
sonKiE,1990-12-01
sonik,1987-10-11
sooo_Unreal,1970-01-01
sorah,2000-05-09
souL,1981-06-27
soulEater,1982-10-11
soulFire,1970-01-01
soulglider,1970-01-01
southSea,1970-01-01
space,1989-10-05
spail,1986-08-31
spawn,1970-01-01
spell,1989-01-28
spiCy,1990-08-13
spiral,1992-11-23
spoKi,1991-08-11
squiRReL,1970-01-01
stanD,1970-01-01
star21,1987-04-28
starbuck,1997-01-30
starshaped,1991-10-26
stehlify,1970-01-01
stephano,1993-03-12
still,1993-04-18
sting,1989-02-05
stink3r,1990-11-29
stoRm,1988-04-27
stone,1970-01-01
strifeCro,1970-01-01
stucell,1970-01-01
suRviVoR,1985-02-07
sub,1990-01-12
suboshi,1970-01-01
sujin,1988-07-27
sunS,1970-01-01
sunShinE,1989-11-17
sunny,1970-01-01
sunrise,1989-07-10
superBT,1970-01-01
superStar,1970-01-01
supercat,1994-12-10
sushiLicious,1988-01-12
susiria,1984-12-28
sw1tch,1990-11-09
sw_Sustainer,1991-05-18
swain,1970-01-01
sweeT_(Australian_player),1970-01-01
sweet,1984-02-02
swen,1970-01-01
swift,1990-12-02
sworD,1970-01-01
swordPuppy,1970-01-01
syDe,1990-01-18
syc,1983-09-10
tGW,1970-01-01
tH000,1990-03-20
tKL,1992-11-16
tR-vanilla,1970-01-01
tReSh,1987-06-10
tRummler,1991-09-11
tWIN,1990-12-24
taKe,1986-03-07
taager,1970-01-01
taeYeoN,1970-01-01
tak3r,1984-06-02
takulla,1970-01-01
taloN,1990-07-07
targA,1990-04-15
teD,1988-06-15
teRRoR,1988-10-03
technoBoy,1986-07-02
tekRicket,1970-01-01
thagor,1984-12-26
thank,1970-01-01
tharkas,1989-07-07
thePig,1983-01-11
thendis,1997-09-05
thoMz,1970-01-01
thomasG,1988-08-26
thorZaIN,1991-02-09
thrall,1989-07-13
three,1988-05-28
thundeR,1988-11-28
thurisAz,1988-12-06
tillerMaN,1975-07-08
timberOwls,1970-01-01
titaN,1989-11-04
tiuJQY,1970-01-01
toD,1985-03-20
toM,1993-11-25
toRReN,1987-09-12
toRReNtE,1970-01-01
toX,1989-06-27
tomik,1970-01-01
topSpeed,1970-01-01
touch,1970-01-01
townhall,1991-07-18
toxi,1991-05-25
trqR,1989-02-21
trunkz,1989-08-16
tryDying,1990-04-23
tuo_Xie,1970-01-01
twinsen,1970-01-01
tyler,1970-01-01
ugnis,1970-01-01
ugrilainen,1970-01-01
uhen,1989-06-28
una,1970-01-01
uranus,1970-01-01
uteligger,1970-01-01
uzra,1970-01-01
v3nus,1970-01-01
valeR,1989-12-12
vanerk,2003-09-19
vankor,1970-01-01
verdi,1993-12-15
veryB1gman,1992-11-12
vila,1989-10-29
virus,1983-04-23
voShiX,1990-01-08
volanD,1988-05-10
vortiX,1993-09-10
vranke,1970-01-01
vshow,1970-01-01
vyfer,1992-02-28
wC,1970-01-01
wFZ,1990-01-15
waN,1992-05-31
walter,1988-09-23
wanderbraun,1995-11-15
warchiefRich,1992-11-30
way,1970-01-01
weena,1970-01-01
wellPlayedTV,1993-03-10
whO,1988-04-04
whatCanUDDo,1987-10-10
wind,1989-07-12
wind_(Kazakhstani_player),1988-01-26
windfox,1970-01-01
wing,1970-01-01
winneR,1989-03-23
wiz,1970-01-01
wizard,1986-02-18
woLv,1986-04-13
wolf,1989-12-06
woniu,1970-01-01
wuLvEraTe,1970-01-01
wulin,1970-01-01
x0coatl,1988-05-28
xPlay,1970-01-01
xeLSinG,1970-01-01
xeoS,1992-06-02
xiaoBei,1970-01-01
xiaoKK,1993-01-23
xiaoKai,1991-04-15
xlorD,1991-09-27
xun,1991-04-26
xyLigan,1987-07-08
yaGami,1991-09-12
yaeger,1970-01-01
yan51,1990-05-01
yanE,1970-01-01
yange,1985-08-31
yarChiK,1988-11-09
yasirJ,1989-11-30
yellOw,1970-01-01
yo,1990-02-13
yoGo,1988-10-18
yumiko,1990-04-14
z-xeR,1970-01-01
zDR,1970-01-01
zTL,1970-01-01
zaChTT,1970-01-01
zabro,1970-01-01
zacard,1983-09-06
zanDarke,1970-01-01
zapek,1970-01-01
zaratustra,1970-01-01
ze1Ko,1970-01-01
zeLL,1970-01-01
zeeRaX,1970-01-01
zeppelin,1970-01-01
zerter,1988-02-29
zeus,1987-06-06
zhou_Xixi,1991-12-11
ziebed,1970-01-01
zihaitun,1970-01-01
zivvi,1970-01-01
zoZ,1991-01-18
zubie,1985-06-02
aGe,1988-07-09
aNty,1970-01-01
abuser100,1970-01-01
acx,1970-01-01
aeb,1970-01-01
ag3nt,1987-12-17
apm,1986-12-25
apm7000,1970-01-01
apm83,1970-01-01
apm87,1970-01-01
atheistP,1992-03-25
banbo,1970-01-01
beez,1970-01-01
biGs,1970-01-01
big,1970-01-01
biko,1991-04-26
blaST9Z,1988-06-14
carsoNNN,1996-04-28
dArk,1970-01-01
daN,2005-09-05
diG1tY,1970-01-01
dj3ki,1970-01-01
duckie,1988-04-17
eLquA,1970-01-01
eMaL,1970-01-01
eNdure,1970-01-01
eNvious,1989-08-28
eRRePe,1970-01-01
eTched,1984-11-01
eXecutor,1970-01-01
eer0,1996-07-05
elfittaja,1990-10-24
ena1337,1992-04-28
feRfe,1970-01-01
feartheg0lem,1970-01-01
fischieee,1990-04-12
formaluNreal,1990-07-25
franSe,1985-08-25
fulky,1989-07-26
gogoz,1987-03-09
h34D_hUnT3R,1988-07-01
hG,1970-01-01
hanf,1989-01-01
matzerg,1970-01-01
hankk,1970-01-01
heke,1970-01-01
htrt,1989-05-28
hummme,1987-07-22
iNSUPERABLE,1995-03-27
iNSoLeNCE,1990-08-08
ikor,1970-01-01
illu,1990-10-05
kayo,1970-01-01
killer,1986-02-14
kol9ni4,1990-10-17
kookian,1987-07-31
krasik,1993-11-03
leo,1991-05-31
lnclnerator,1985-05-30
mOOnGLaDe,1986-07-14
mightyx,1970-01-01
mrWhite,1970-01-01
n3m0n1c,1970-01-01
nemuke,1991-05-28
oOrs,1970-01-01
oT100u,1987-01-27
oanoke,1970-01-01
opwings,1970-01-01
p1nke,1989-05-22
pLaGuE,1970-01-01
pcg_123,1991-12-01
philiwarrior,1970-01-01
pipS,1984-10-17
proHuman,1970-01-01
raZIel,1970-01-01
rav3n,1990-02-11
remodemo,1991-01-26
repO,1970-01-01
rvs,1990-08-05
sH0Wt1Me,1988-04-01
sKuLi,1986-03-07
sLh,1989-12-24
sLy_MiCkey,1970-01-01
sTOrM,1970-01-01
sTaiL,1991-03-14
sWoop,1970-01-01
shad,1970-01-01
sixb0nes,1970-01-01
sp4rta,1970-01-01
suhO,1983-08-07
tbc_bm,1991-03-30
trickSy,1970-01-01
viOLet,1990-12-05
windy,1970-01-01
x3-DemoN,1989-07-17
xTiGer,1970-01-01
xiaOt,1987-06-17
xuanzi,1970-01-01
yAwS,1990-01-19
ySKhYr,1984-09-12
zChobo,1970-01-01
无道oc,1970-01-01
