pagename,birthdate
doctor_A_Ness,1970-01-01
dogs_Johnson,1970-01-01
dojo,1970-01-01
dom,1970-01-01
dom_(United_States),1970-01-01
dom_(Melee_player),1970-01-01
donB,1970-01-01
donquavious,1970-01-01
doomblaze,1970-01-01
doorstop,1970-01-01
dope,1985-04-30
dope_(Canadian_player),1970-01-01
doraki,1970-01-01
dos,1970-01-01
doubleA,1970-01-01
dr.,1970-01-01
dr._Z,1982-09-18
drLobster,1970-01-01
dragon,1970-01-01
dragoomba,1970-01-01
dream,1970-01-01
drephen,1985-12-12
drinkingFood,1970-01-01
droopy,1970-01-01
drugfreechu,1999-03-24
druggedfox,1970-01-01
drunk_Sloth,1993-05-12
duck,1991-11-25
dumshiny,1970-01-01
dunk,1970-01-01
dunkmaster_Ragna,1970-01-01
dynaStyle,1970-01-01
dynamo,1970-01-01
däumling,1991-08-07
e-tie,1970-01-01
eE,1970-01-01
eG_(player),1970-01-01
eKING,1970-01-01
eSAM,1992-11-17
eVERYBODYPOOPS,1970-01-01
eagle,1970-01-01
earlofM,1970-01-01
earth,1970-01-01
eastCoastJeff,1970-01-01
eddie,1979-04-16
eddy,1970-01-01
eddy_Mexico,1970-01-01
eekim,1970-01-01
egg$,1970-01-01
eggm,1970-01-01
eggy,1970-01-01
eggz,1990-10-22
eidolon,1970-01-01
eikelmann,1992-09-07
eim,1970-01-01
el_Shroomo,1970-01-01
el_Bardo,1970-01-01
el_Pitikla,1970-01-01
eldigan,1970-01-01
eldin,1970-01-01
elegant,1998-11-07
elexiao,1970-01-01
elliot,1970-01-01
ellipsis,1970-01-01
emmiZhang,1991-10-15
emp,1970-01-01
emuKiller,1990-07-05
enig,1970-01-01
enki,1970-01-01
enn,1970-01-01
envy,1970-01-01
enzo,2000-01-14
enzoGulity,1970-01-01
eon,2001-01-20
epic_Murloc,1970-01-01
epic_Gabriel,1970-01-01
epikfaal,1970-01-01
escurridizo,1995-02-09
espeon•CH,1970-01-01
espi,1970-01-01
etril,1970-01-01
etsuji,1970-01-01
euO,1970-01-01
evy,1970-01-01
excel_Zero,1970-01-01
exile,1994-03-27
exodia,1996-09-23
explo,1970-01-01
extra,1994-08-16
f-A-!-A,1970-01-01
fA0,1970-01-01
fAUST,1970-01-01
fILIP,1970-01-01
fLiiNcHy,1970-01-01
fMB5K,1970-01-01
fOW,1995-07-20
fROOT,1970-01-01
fSharp,1970-01-01
faab,1970-01-01
fable,1970-01-01
fake,1970-01-01
falcomist,1970-01-01
falpan,1970-01-01
false,1970-01-01
far!,1970-01-01
fat_Tino,1970-01-01
fatGoku,1970-01-01
fatality,1994-08-07
fatman.spam,1970-01-01
fauster,1990-08-28
fauxhebro,1970-01-01
fck_Vwls,1970-01-01
fearless,1994-08-31
fekah,1970-01-01
felker,1970-01-01
fendrick_Lamar,1970-01-01
feradit,1970-01-01
ferocitii,1970-01-01
fess,1970-01-01
fiction,1970-01-01
figy,1970-01-01
filthy_Casual,1970-01-01
finio,1970-01-01
fire,1970-01-01
fireblaster,1988-11-12
firefly,1970-01-01
fireflyHI,1970-01-01
firehao,1970-01-01
firo,1970-01-01
fishbait,1970-01-01
fizz,1970-01-01
fizzi,1970-01-01
fizzle_Boy,1970-01-01
flarp,1970-01-01
flash,1970-01-01
flash_(Ohio_player),1970-01-01
flashingFire,1970-01-01
flikkflakk,1989-10-03
flipp,1993-09-27
flippy,1970-01-01
flipsy,1970-01-01
floimar,1970-01-01
flow,1996-09-20
fluid,1970-01-01
fly_Amanita,1970-01-01
focus,1994-10-27
forTseKe,1970-01-01
fork,1970-01-01
forrest,1970-01-01
forward,1987-07-12
fout_NL,1970-01-01
foxy_Grandpa,1970-01-01
franz,1970-01-01
frawg,1970-01-01
free_Palestine,1970-01-01
freean,1970-01-01
freekleef,1996-01-26
freetox,1970-01-01
frenzy,1970-01-01
frido,1970-01-01
frieddo,1970-01-01
friso,1970-01-01
frootloop,1970-01-01
frostbyte,1970-01-01
frosty,1970-01-01
frozen,1970-01-01
frozenlight1337,1970-01-01
frycook,1970-01-01
fskin,1970-01-01
fukurou,1970-01-01
fullStream,1970-01-01
funya~n,1970-01-01
futsuka-miman,1970-01-01
fuwa,1970-01-01
fuzz,1994-08-17
fuzzyness,1989-10-10
fwed,1970-01-01
g$,1970-01-01
g-danzee,1970-01-01
gAwes,1970-01-01
gG,1970-01-01
gG7,1970-01-01
gI0GOAT,1970-01-01
gab,1970-01-01
gabe,1970-01-01
gackt,1970-01-01
gahtzu,1993-04-25
galan,1970-01-01
gallo,1970-01-01
gameboyjr,1970-01-01
ganondorf_(player),1970-01-01
gardex,1970-01-01
garrote,1998-05-21
gaussbet,1970-01-01
gen,1970-01-01
genarog,1970-01-01
genghis_Connor,1998-01-27
genialo,1970-01-01
geova,1970-01-01
germ,1970-01-01
gerson,1970-01-01
ghost,1970-01-01
gimR,1989-09-24
gimpyfish,1970-01-01
ginger,1995-04-30
gino,1970-01-01
glaikit,1970-01-01
glitch_(player),1970-01-01
glitter,1970-01-01
glutonny,1995-06-01
gnes,1989-01-27
goblin,1970-01-01
god_with_a_Wavebird,1970-01-01
godTouch,1970-01-01
godzrage,1989-06-10
gohan,1970-01-01
gomakenpi,1970-01-01
gomamugitya,1970-01-01
goode,1970-01-01
goof,1998-10-01
googlyeyed,1970-01-01
gooms,1970-01-01
goomy,1970-01-01
goose,1970-01-01
gpik,1970-01-01
gr4pe,2000-07-26
grab,1970-01-01
grade,1970-01-01
granmasGotGame,1970-01-01
grape,2001-11-05
gravy,1970-01-01
grayson,2001-02-02
green_Ranger,1991-11-17
greenBeast,1996-06-20
greginator,1970-01-01
gregs,1970-01-01
greil,1996-04-09
greno,1970-01-01
greward,1970-01-01
grievous,1970-01-01
griffith,1970-01-01
grimTurtle,1970-01-01
grove,1970-01-01
grzly,1970-01-01
guasausky,1970-01-01
gucci,1970-01-01
gulbutron,1970-01-01
gungnir,1970-01-01
gunnermaniac,1970-01-01
hAMMERHEART,1970-01-01
hERO,1970-01-01
hIDE,1970-01-01
hIKARU,1970-01-01
hP_(Chilean_player),1970-01-01
hackoru,1970-01-01
haha,1970-01-01
haipe,1997-07-05
hammerTime,1970-01-01
han_Solo,1970-01-01
handsomeTom,1970-01-01
hanky_Panky,1970-01-01
hao,1970-01-01
happymealz,1970-01-01
harasen,1970-01-01
harriet,1970-01-01
harry_Pogger,1970-01-01
hassan,1970-01-01
hawk,1970-01-01
hax,1994-05-07
hayato.,1970-01-01
hazzard,1970-01-01
heartstrings,1970-01-01
hebiichigo,1970-01-01
heck,1970-01-01
hedgeon,1970-01-01
hello,1970-01-01
hendrix,1970-01-01
hercules,1970-01-01
hero_Pie,1970-01-01
hero_of_Time,1970-01-01
herrán,1970-01-01
heru,1970-01-01
hiFi,1970-01-01
hibuto,2002-10-08
hinkage,1970-01-01
hirschulat,1996-12-18
hitoshio,1970-01-01
hiyo,1970-01-01
ho,1970-01-01
holiday,1999-03-07
holy,1970-01-01
holy_(Brazilian_player),1970-01-01
homeMadeWaffles,1990-05-09
homika,1970-01-01
hondo,1970-01-01
honk,1970-01-01
hoorayForJay,1970-01-01
horbie,1970-01-01
hoss_Delgado,1970-01-01
hotline,1970-01-01
hudet,1970-01-01
hugS,1986-01-21
humpe,1970-01-01
hungrybox,1993-06-21
hunybear,1970-01-01
husband,1970-01-01
hyperFlame,1996-09-13
hyprid,1970-01-01
hyuga,1992-07-23
iB,1970-01-01
iC,1993-03-08
ice,1991-07-01
iceman,1970-01-01
icyMist,1970-01-01
idea,1970-01-01
ignis,1970-01-01
iifter,1970-01-01
imHip,1970-01-01
imperfeCt,1970-01-01
infinite_Numbers,1970-01-01
infinity,1970-01-01
insie,1970-01-01
inter,1970-01-01
iori,1970-01-01
iota,1997-04-16
irios,1970-01-01
irnel,1970-01-01
irregular_Jinny,1970-01-01
isai,1985-03-17
isdsar,1970-01-01
ismaël,1970-01-01
ismon,1970-01-01
isyan,1970-01-01
ito,1970-01-01
iuDKing,1970-01-01
ivayne,1970-01-01
ivándeSevilla,1970-01-01
ixis,1970-01-01
izaw,1970-01-01
izzi,1989-06-03
iñf,1970-01-01
j.Miller,1970-01-01
j666,1970-01-01
jBash,1970-01-01
jCAM,1970-01-01
jCubez,1970-01-01
jD,1970-01-01
jFlex,1970-01-01
jFyst,1996-03-25
jILL,1970-01-01
jJK,1999-09-28
jJM,1970-01-01
jJROCKETS,1993-03-26
jK,1970-01-01
jKJ,1970-01-01
jMYL,1970-01-01
jMafia,1970-01-01
jNaut,1970-01-01
jOKER,1970-01-01
jSalt,1970-01-01
jace,1970-01-01
jacky,1970-01-01
jackzilla,1970-01-01
jadde,1970-01-01
jade,1970-01-01
jaden,1970-01-01
jagaimo,1970-01-01
jah_Ridin',1970-01-01
jaimeHR,1985-10-13
jaka,1970-01-01
jakal,1970-01-01
jake_(American_player),1970-01-01
jakenshaken,1970-01-01
jakespeare,1970-01-01
jaller,1970-01-01
jam,1970-01-01
jamie,1970-01-01
jamrun,1970-01-01
jana,1997-03-11
janco,1970-01-01
janitor,1970-01-01
jason,1988-02-03
jason_Waterfalls,1970-01-01
javi_(Melee_player),1989-05-17
javi_(Ultimate_player),1970-01-01
jaxter,1970-01-01
jaySon,1970-01-01
jaycee,1991-05-11
jazzpunk,1970-01-01
jbandrew,1970-01-01
jboss,1996-05-10
jdizzle,1970-01-01
jeBB,1995-02-22
jeJaJeJa,1970-01-01
jean-Paul,1970-01-01
jeapie,1991-10-28
jeda,1970-01-01
jekku,1970-01-01
jerem,1996-05-22
jerry,1970-01-01
jesse,1970-01-01
jesuischoq,1970-01-01
jiM,1970-01-01
jiano,1970-01-01
jim_Jam_Flim_Flam,1970-01-01
jim_Morrison,1970-01-01
jimmy_Joe,1970-01-01
jin,1970-01-01
jman,1992-09-25
jmook,1970-01-01
joJo,1970-01-01
joMo,1970-01-01
joanna_Dark,1970-01-01
joe_(Australian_player),1970-01-01
joe_(Dutch_player),1988-10-23
joey_Donuts,1970-01-01
jogibu,1970-01-01
john_Numbers,1992-04-10
john_Wick,1970-01-01
johnnyFight,1970-01-01
joker_(player),1970-01-01
jolteon,1992-10-22
jonny_Westside,1970-01-01
jonsch,1970-01-01
jormis,1970-01-01
jose_V,1970-01-01
josh_Brody,1988-05-02
joshi_(Spanish_player),1970-01-01
joshi_(Peruvian_player),1970-01-01
joukai,1970-01-01
jouske,1970-01-01
joyboy,1970-01-01
jpegImage,1970-01-01
jtails,1970-01-01
juggleguy,1991-07-29
juice,1970-01-01
juicebox,1970-01-01
jules,1970-01-01
jumpsteady,1970-01-01
junebug,1970-01-01
just_Jason,1970-01-01
justJoe,1970-01-01
justus,1970-01-01
juuuuul,1999-04-10
jvJ,1970-01-01
jw,1970-01-01
k_Rool,1970-01-01
k-12,1970-01-01
k.F,1970-01-01
k9sbruce,1970-01-01
kD3,1970-01-01
kEN_(Wii_U_player),1970-01-01
kJH,1993-08-12
kOSSismoss,1970-01-01
kP,1970-01-01
kPAN,1970-01-01
ka-Master,1970-01-01
kaLL,1970-01-01
kabal,1970-01-01
kadano,1970-01-01
kaeon,1970-01-01
kaese,1970-01-01
kafkah,1994-03-19
kage_the_Warrior,1985-10-29
kain,1989-10-16
kakera,1991-11-07
kakpu,1970-01-01
kalamazhu,1970-01-01
kalvar,1970-01-01
kameme,1996-08-08
kami,1970-01-01
kanaribird,1970-01-01
kanye_Rest,1970-01-01
kaos,1970-01-01
karna,1996-08-09
karoegu,1970-01-01
karpador64,1970-01-01
kasparV,1970-01-01
kassandraNova,1970-01-01
kata,1970-01-01
kazenoko,1970-01-01
kazeol,1970-01-01
ke-ya,1970-01-01
kebabman13,1970-01-01
keen,1997-05-29
kefit,1970-01-01
kei,1970-01-01
keisuke,1970-01-01
keitaro,1987-09-17
kelasius,1970-01-01
kellner,1970-01-01
kels,1988-07-16
ken_(Melee_player),1985-10-10
kenko,1970-01-01
kepler,1970-01-01
keroKeroppi,1970-01-01
ketchup,1996-08-22
kevbot,1970-01-01
kevin_Maples,1970-01-01
khalid,1970-01-01
khryke,1970-01-01
ki,1970-01-01
kibzu,1970-01-01
kichiro,1970-01-01
kid_Candi,1970-01-01
kie,1970-01-01
kieran,1970-01-01
kikoho,1970-01-01
kikoushi,1970-01-01
killaOR,1970-01-01
killer,1970-01-01
kimchi,1970-01-01
kimimaru,1970-01-01
king_(Canadian_player),1985-08-23
king_(German_player),2001-05-01
king_Funk,1970-01-01
king_Koopa,1970-01-01
king_Momo,1970-01-01
kingArc,1970-01-01
kingtoon,1991-12-12
kingu,1970-01-01
kins0,1970-01-01
kippe,1970-01-01
kira,1989-06-22
kira_(Salvadoran_player),1970-01-01
kiraFlax,1993-06-30
kirbstomper,1970-01-01
kirbyKaze,1970-01-01
kirbyKid,2003-07-18
kirihara,1970-01-01
kisha,1970-01-01
kishiru,1970-01-01
kismet,1970-01-01
kitcatski,1970-01-01
kittyMW,1970-01-01
kiw,1970-01-01
kiwi,1970-01-01
kiyarash,1970-01-01
klemenz,1970-01-01
knitePhox,1970-01-01
knullebibs,1970-01-01
knut,1970-01-01
koDoRiN,1970-01-01
koRoBeNiKi,1970-01-01
kobe,1970-01-01
kobobi,1970-01-01
kofi,1970-01-01
kogarasuma,1994-01-12
kola,1970-01-01
kome,1970-01-01
komodo,1970-01-01
komota,1970-01-01
komotonoto,1970-01-01
kone,1970-01-01
konga,1998-01-23
koobie,1970-01-01
koopaKev,1970-01-01
koopaTroopa895,1970-01-01
koreanDJ,1970-01-01
korius,1970-01-01
kort,1994-03-20
kounotori,1970-01-01
koyu,1970-01-01
kranke_Maschine,1970-01-01
kratogans,1970-01-01
kreeg,1970-01-01
krudo,1970-01-01
ksev,1970-01-01
kuma,1999-08-05
kumatora,1970-01-01
kupo,1970-01-01
kurabba,1970-01-01
kurama,2005-02-04
kuro,1996-12-11
kurry,1997-09-10
kuya,1970-01-01
kuyashi,1970-01-01
kwaz,1970-01-01
kycse,1990-11-19
kyle,1994-07-12
kyle_Tree,1970-01-01
kylethh,1970-01-01
kurv,1970-01-01
l,1970-01-01
l-T,1996-02-25
l4st,2002-04-25
lAG,1970-01-01
lD,1970-01-01
lETSGO,1970-01-01
lGuy,1970-01-01
lI4R,1970-01-01
lOE1,1970-01-01
la_Luna,1991-06-09
lad,1970-01-01
lafungo,1970-01-01
laguna,1970-01-01
laid,1993-12-19
laj,1970-01-01
lampadaires,1970-01-01
lanceinthepants,1970-01-01
lancelot,2002-01-04
larry_Lurr,1990-03-20
laske,1994-03-08
laudandus,1970-01-01
laurster,1970-01-01
lavish,1970-01-01
lazyboredom,1970-01-01
le_Goat,1970-01-01
leSou,1970-01-01
lea,1970-01-01
leaf,1970-01-01
leaum,1970-01-01
leck,1970-01-01
lee_Martin,1989-10-27
leffen,1994-10-16
left,1970-01-01
legend,1997-04-18
legit,1970-01-01
lego,1970-01-01
leighton,1970-01-01
lemmon,1970-01-01
len,1970-01-01
lengüitas,1970-01-01
leoN,1970-01-01
leon,1988-05-28
leso,1986-06-11
levingy,1970-01-01
lex,1991-05-21
liax,1970-01-01
lie,1970-01-01
light_(American_player),1999-10-22
light_(German_player),1993-03-02
light_The_Lantern,1970-01-01
lilo,1970-01-01
lima,2001-04-10
lingLing,1991-03-02
linguini,1970-01-01
link91,1970-01-01
linkeiro,1970-01-01
linus,1970-01-01
lionheart,1970-01-01
liva,1970-01-01
loZR,1970-01-01
loading...,1970-01-01
loaf,1970-01-01
locus,1970-01-01
logan,1970-01-01
logic,1970-01-01
logix,1970-01-01
logos,1970-01-01
loki,1990-12-07
loli,1970-01-01
long,1970-01-01
longo,1998-04-28
lord,1970-01-01
lord_English,1970-01-01
lord_HDL,1970-01-01
lord_Narwhal,1970-01-01
lord_Sturm,1970-01-01
lordMix,1970-01-01
lorenzo,1992-10-24
lotfy,1970-01-01
loto,1970-01-01
louis,1970-01-01
lovage,1970-01-01
lowercase_hero,1970-01-01
lowww,1970-01-01
loyaL,1970-01-01
luK,1970-01-01
luan,1970-01-01
lucien,1990-07-08
luck,1970-01-01
lucky,1991-11-10
lucky_(German_player),1970-01-01
lucky_(Ultimate_player),1970-01-01
luco,1970-01-01
lucretio,1970-01-01
ludecoli,1970-01-01
ludwig,1995-07-06
luffy,1996-03-29
luhtie,1970-01-01
lui$,1998-10-01
luiS,1996-01-10
luigi_player,1988-02-16
luigiKid,1970-01-01
luisfer,1970-01-01
lukingordex,1996-03-18
