pagename,birthdate
pusan,1985-01-14
quantel,2000-03-13
rAPiD,1970-01-01
rage,1982-09-11
rain,1992-08-14
rainBOw,1984-02-08
ramms,1987-08-26
raven,1986-04-11
raynor,1990-04-06
razoR,1982-04-06
reach,1983-12-27
reality,1993-06-06
really,1989-01-02
rekrul,1985-06-30
robbie,1970-01-01
rock,1986-02-01
rondo,1970-01-01
rookie,1981-04-19
rorO,1991-01-19
ruBy,1989-12-27
ruin,1995-08-21
rukawa,1986-05-02
rumble,1986-02-13
rush,1991-11-30
s.E.S,1981-09-08
sEn,1987-01-15
sJ,1970-01-01
sKELTON,1982-08-09
sONJJANG,1981-03-23
sSamJang,1980-09-12
sacsri,1992-02-18
saferZerg,1981-08-30
saint,1988-01-12
sang,1992-05-03
sangHo,1990-02-09
savage,1970-01-01
sayle,1990-01-24
schnibl0r,1970-01-01
scan,1993-10-14
scarlett,1993-12-14
sea,1990-03-29
brain,1993-03-03
selector,1970-01-01
senSei,1988-09-15
sexy,1994-01-24
shark,1987-03-07
sharp,1992-06-15
shinHwA,1985-01-10
shine,1991-08-24
shine(Name),1987-04-21
shinee,1992-04-16
shudder,1990-05-12
shuttle_(Player),1990-07-04
siR@SoNi,1983-06-17
side,1982-02-08
silver,1984-09-27
sinDoki,1982-05-13
siva,1984-10-12
sky,1994-02-01
slayer,1970-01-01
smuft,1984-11-17
sneazel,1970-01-01
snow,1993-04-01
soNiC)BlacK,1984-11-24
soO,1988-05-21
socke,1987-02-02
soma,1995-08-22
sonic,1988-05-31
nPGL_SoulKey,1984-02-24
soulkey,1991-12-10
southPark,1970-01-01
by.Spire,1995-01-27
squaLL,1984-05-13
ss1nz,1970-01-01
st.Eagle,1979-12-27
stRyKeR,1970-01-01
starCue,1985-11-30
starry,1970-01-01
stats,1992-05-15
stork,1988-08-04
strelok,1985-05-25
suker,1982-12-10
sunny,1982-03-12
suny,1989-10-05
super,1984-05-05
sync,1984-01-10
sziky,1988-06-04
tT,1985-04-22
tT1,1988-03-18
tTF,1985-01-01
tama,1987-11-16
tarson,1986-04-11
tasteless,1984-08-11
tazza,1992-01-02
tech,1970-01-01
technicS,1987-07-14
tempest,1988-07-07
terrOr,1992-09-25
kT.MGW)Terran,1970-01-01
terror,1989-10-19
testeR,1984-11-29
testie,1984-12-11
theBOy,1980-03-19
theMarine,1982-06-08
theStC,1989-01-02
thezerg,1988-04-11
tinkle,1994-08-03
toSsGirL,1985-05-21
trek,1985-01-08
turN,1992-12-20
ty2,1998-08-15
tyson,1990-12-10
ultrA,1989-04-07
upMaGiC,1989-03-10
v-Gundam,1981-02-12
violet,1970-01-01
wapoolD,1993-05-28
whistler,1987-09-04
white-Ra,1980-11-15
wolf,1992-02-03
woon,1993-02-01
xellOs,1985-02-09
xiaOzI,1970-01-01
yaj,1970-01-01
yayba,1988-02-20
yellOw,1982-10-31
yellOw(ArnC),1987-12-07
yerim2,1970-01-01
yoon_(Amateur),1970-01-01
yosh,1986-07-25
zDY,1970-01-01
zZZero,1991-04-10
zaraki,1970-01-01
zeLoT,1993-03-19
zelotITO,1970-01-01
zerG(kaL),1990-06-20
zerO,1990-02-18
zergBong,1982-12-12
zergMaN,1984-10-28
zergbOy(fOu),1970-01-01
zeus,1984-02-13
ziggy,1996-12-05
zileas,1970-01-01
zpux,1988-05-19
(B_Blade)Leader,1975-10-07
(Oops)Autumn,1986-01-27
(Oops)Season,1970-01-01
(kor)-Rain,1982-05-24
(kor)-Red_Rock,1970-01-01
(z-zone)SoO,1978-06-14
)(Min)(Gu)(,1985-10-29
`iOps)..SenSe,1970-01-01
ace_(German),1970-01-01
aMeBa,1988-10-17
aSam,1970-01-01
beast,1994-12-06
cRoSs,1970-01-01
cRuZaGo,1970-01-01
dAiO,1970-01-01
dOTY,1991-04-06
dRaW,1970-01-01
dashwriter,1970-01-01
dooin,1970-01-01
dsaqwe,1970-01-01
eOnzErG,1991-07-04
eVERLAST,1981-01-31
elCausha,1970-01-01
fOrGG,1990-02-13
fOru,1981-02-22
firebathero,1988-03-02
force(Name),1970-01-01
free,1988-07-14
g0rynich,1986-03-05
gOgna,1987-02-12
gag,1970-01-01
ggaemo,1988-09-08
go.go,1989-05-14
great,1989-11-27
gypsy,1970-01-01
hani,1970-01-01
herO(jOin),1992-08-18
hero,1990-06-20
huro,1993-12-14
hyvaa,1991-04-23
iNcontroL,1970-01-01
iNfeRnaL,1987-09-02
ilJae,1970-01-01
iloveoov,1983-11-05
jjonga,1988-04-02
joun,1970-01-01
kOs,1984-02-26
kabyraGe,1984-07-12
keke,1987-03-27
kkong,1989-01-26
koala,1991-02-14
kogeT,1988-10-07
kyunghoon,1970-01-01
mini,1994-01-28
n.Die_soO,1992-09-24
nO.1,1979-10-08
nOOB,1994-01-02
oDin,1987-07-15
pepe,1987-10-20
pinOkiO,1992-10-17
ret,1985-11-03
s2,1990-02-27
sAviOr,1987-11-23
sKyHigh,1991-06-01
sOrry,1995-08-10
sSak,1989-02-14
sVEN,1983-08-08
sigamari,1984-11-04
skzlime,1970-01-01
soso,1978-04-25
spx,1989-05-23
trOt,1990-02-22
trutaCz,1970-01-01
type-b,1988-12-13
vOddy,1970-01-01
yoOn,1988-05-11
yoda,1970-01-01
yongun,1970-01-01
zErG.cOm,1987-05-20
zergjoaa,1988-11-29
