pagename,birthdate
naint,1988-12-20
nakJi,1970-01-01
namin,1970-01-01
nanners,1970-01-01
naomi,1970-01-01
naoriMizuki,1993-08-25
nartzie,2001-08-08
naturE,1970-01-01
navarrete,2000-01-26
nbs,1990-08-13
ncSlasher,1970-01-01
near,1970-01-01
near_(Kuwaiti_player),1970-01-01
neekz,1970-01-01
negrazao,1970-01-01
neiker,2003-03-21
neit,2003-10-23
nelo,1970-01-01
neokinG,2000-01-27
neon,1970-01-01
nero,1970-01-01
ness,1970-01-01
newzera,1970-01-01
niSMO,1994-01-29
nick,2004-10-12
nicolas,1970-01-01
nicolino,1992-12-15
nikkoLAN,1970-01-01
ninou,1970-01-01
nirenu,1970-01-01
nitro,1970-01-01
nivera,2001-06-10
nizzy,2002-04-30
noeldayi,1970-01-01
noizeeh,1970-01-01
nomad,1993-08-08
noriseN,1997-05-25
norsin,1970-01-01
nosfeh,1989-11-28
nosyy,1970-01-01
nous,1997-05-11
nova,1970-01-01
novady,1992-10-04
nozwerr,1998-05-08
nozz,1970-01-01
npoint,1970-01-01
nuL,1985-03-14
nurfed,1970-01-01
nyang,1997-08-20
nycto,1970-01-01
obnoks,1970-01-01
oderus,1999-06-28
okin,2002-06-30
ondeflor,1970-01-01
onecuber,1998-02-22
oniBy,1999-02-17
onur,1970-01-01
oooDa,1987-03-28
ordnael,1993-06-21
osias,2002-12-12
othax,1997-01-13
ouTLaW,1970-01-01
p1nA2k4,2000-11-11
pAULTATO,1970-01-01
pEPA,1970-01-01
pHYRN,1996-08-16
pLAYER1,1995-02-04
pNUKH,1970-01-01
pOACH,1999-02-24
pPDBJ,1970-01-01
pPQueen,1970-01-01
pTC,1998-09-26
packing10,1970-01-01
padge,1998-12-27
paincakes,1970-01-01
panic,1970-01-01
pansy,1990-07-26
papasmurf,1970-01-01
paperthin,1970-01-01
parkJJong,2001-05-04
pase,1997-01-21
pashasahil,1970-01-01
patiphan,2003-09-03
pavane,1990-01-12
perelomslivki,1970-01-01
pernalonga,1970-01-01
persia,1998-05-15
petitSkel,1991-06-27
petra,1993-06-01
phatt,1998-03-13
pinOcChiOs,1998-04-11
pinecone,1995-05-02
pixelzz,1970-01-01
plaski,1970-01-01
poPiFresH,1997-08-27
pooh1Tap,1997-03-16
pr0phie,1994-09-23
precision,1970-01-01
presy,2000-07-24
pride,1970-01-01
proximal,1970-01-01
pryZee,1970-01-01
ptrip,1970-01-01
puckett,1986-05-07
puleule,1995-03-14
pureR,1970-01-01
purp0,1970-01-01
pythian,1970-01-01
quantum,2000-02-09
quick,1997-12-20
qutionerX,1970-01-01
rA3M0N,2000-04-28
rAINMAKER,1994-05-27
rAYZZ,1994-07-11
rECIDENT,1970-01-01
rENZ,1970-01-01
rESHURA,1970-01-01
rETO,1970-01-01
rHEA,1998-04-23
rIM,1993-11-17
rIPablo,2000-01-06
rOK3T,1991-10-14
rUBINO,1994-03-21
raex,1970-01-01
rafaaaa,1998-09-08
raiden,1970-01-01
rain_(Korean_player),1997-08-19
raina,1999-10-29
rainy,1995-09-06
ranger,1970-01-01
raptorZ,1991-09-20
rarkar,1970-01-01
rasLGhoul,1995-03-21
rawfiul,1970-01-01
rawkus,1994-06-16
rb,2001-12-07
reality,1970-01-01
rebo,2000-06-27
rebounter,1997-10-14
redgar,1997-10-17
redneval,2000-09-02
reecha,1970-01-01
reflections,1991-11-06
reformed,2003-07-30
reita,1994-11-12
rejante,1999-10-18
relyks,1995-01-12
reptile,1995-12-28
retla,1970-01-01
rexus,1970-01-01
rexy,1970-01-01
rheat,2001-06-02
rHZ,1970-01-01
rias,1970-01-01
rillion,1995-04-14
rip,1998-02-09
ritha,1970-01-01
rivington,1984-12-12
rkT,1986-05-03
rockeT,2002-02-20
rossy,1970-01-01
russ,1998-01-17
rustic0,1970-01-01
rustun,1997-09-28
rvK,2000-11-18
ryZzi,1999-11-21
ryanCentral,1992-12-20
sAFA,1996-08-20
sEIDER,2001-07-10
sENNA,1995-03-20
sHEYDON,2002-03-09
sN0KEER,2000-06-02
sSSami,1970-01-01
sTABA,1970-01-01
sTERBEN,1970-01-01
sUTHER,1970-01-01
sUYGETSU,2002-07-16
saadhak,1997-03-08
sacake,1970-01-01
sacy,1997-12-02
sak,1970-01-01
salah,2000-09-10
salty_Jayy,1998-08-03
salvestro,1970-01-01
samuraiDeeper,1995-06-05
sancho,1997-12-09
sand,2002-07-15
sankala,1970-01-01
sasuKe,1970-01-01
sayf,2001-01-01
scargod,2000-02-24
schooled,1970-01-01
screaM,1994-07-02
screwFace,1970-01-01
scrounge,2002-12-21
secret,2004-05-17
sef,1970-01-01
senhoachic,1970-01-01
sentinal,1970-01-01
senyorCarL,1970-01-01
sh0ckwave,1998-04-03
shadoW,1970-01-01
shahZaM,1993-10-08
shanks,1970-01-01
shao,2000-01-27
sharkyy,2000-10-16
shawateRR,1995-09-02
shawn,2001-10-12
shazeon,1970-01-01
shehab,1970-01-01
sheydos,2001-10-01
shin,1970-01-01
shizue,1970-01-01
shniider,1970-01-01
shoT_UP,1999-12-08
shonP,1999-05-24
showtime,1970-01-01
shuzz,2000-08-26
sicK,1998-09-02
sikak0,1970-01-01
silenx,1970-01-01
simo,1994-11-26
simonD4rk,2001-05-10
jesus,2001-12-10
singularity,2000-07-03
sk1x,1999-10-29
skRossi,1998-10-12
skaNoodles,1970-01-01
skadoodle,1993-07-21
skelly,1970-01-01
slash,1998-12-01
sliggy,1970-01-01
sliicyy,2001-09-15
smartSeven,1970-01-01
smix,1990-09-03
smoggy,1970-01-01
smokeA,2003-07-26
smooth,1998-10-16
smurfette,1998-05-19
son,1970-01-01
sora,1970-01-01
souhcNi,1970-01-01
sound,1970-01-01
sp1ke,2000-08-30
spY,1970-01-01
specimen,1995-08-12
spin,1970-01-01
spyder,1998-07-29
starWraith,1990-08-01
stee,1970-01-01
stefanie,1970-01-01
steph,1997-01-29
stix,1970-01-01
stoax,1970-01-01
storax,1999-12-03
strixx,1970-01-01
strongLegs,1991-11-17
stunner,1970-01-01
subroza,1997-07-06
suggest,2002-09-30
sugoiTkapp,1970-01-01
suka,2001-05-13
sully,1970-01-01
sunday,1970-01-01
sunset,2001-08-06
super_Buddy,1970-01-01
superBusS,1970-01-01
supmah,1999-06-09
suriPlay,1996-03-07
svenskk,1970-01-01
swerl,1970-01-01
sylFy,1994-10-15
sylvan,2001-10-04
sylviaovo,1997-03-20
sympul,2000-02-10
synga,2000-08-31
sys,1970-01-01
sytu,1970-01-01
syykoNT,1992-04-01
szimpli,2001-12-11
tENSAI,1970-01-01
tERNOS,1970-01-01
tERP,1970-01-01
tHEE,2000-04-08
tPK,1970-01-01
tRY,1993-12-24
tRuve,1970-01-01
tS,1970-01-01
tacolilla,2000-10-03
taiga_Kishi,1989-06-21
tailored,1990-12-28
taimou,1993-08-30
takaS,1970-01-01
tanizhq,1997-07-14
tanner_Metro,1970-01-01
tarathiel,1970-01-01
tayrawr,1998-05-13
tecnosh,1970-01-01
teddy,1997-10-18
temperature,1970-01-01
tenZ,2001-05-05
tenner,2001-09-11
testy,1970-01-01
tetchra,1970-01-01
texta,2001-07-19
theCady,1970-01-01
theFakeOne,1970-01-01
theNameIsToby,1990-11-14
theNightChe,1970-01-01
thePrimerio,1970-01-01
theSavedOne,1970-01-01
theia,1999-06-08
theory,2004-02-02
tiGG,1999-09-20
tian,1970-01-01
tiduS,1994-02-21
tigene,1996-03-08
tiie,1998-07-17
tin,1970-01-01
tinylady,1970-01-01
tio,1995-03-24
tiraye,1970-01-01
tixinha,1990-05-04
tombizz,1994-08-02
tommy,1993-12-28
tonbo,1997-01-24
tongrak,1970-01-01
toon,1970-01-01
tr1cks,1970-01-01
trick,2000-06-28
trippy,1995-03-18
tsuya,1970-01-01
tucker,1996-06-13
tugaTV,1999-10-30
tuli,1970-01-01
tuna,1970-01-01
turko,1999-01-15
turlin_Nole,1997-10-09
turnup,1970-01-01
tuxedo,1993-04-12
twenee1,1970-01-01
twiggy,1999-10-03
twinkl,1995-12-01
twisten,1970-01-01
twoPotz,1999-03-18
twoTapTony,1999-11-16
txddy1,1970-01-01
txozin,1970-01-01
uNFAKE,1997-06-01
uNNSTO,1970-01-01
uNSHAKEN,1970-01-01
ultimate,1997-09-23
unity,2004-06-01
upmind,2000-12-15
uzzziii,1990-03-07
v1CE,1970-01-01
vARES,1970-01-01
vIPP33R,1970-01-01
valliate,1970-01-01
vansilli,1970-01-01
vegas,2001-08-19
velly,1970-01-01
venerated,1970-01-01
vermilionRose,1970-01-01
veroneze,1970-01-01
vflight,1996-09-17
vibhor,1970-01-01
victor,1996-09-14
vlaDéDé,1997-12-25
vlad_(Turkish_caster),1996-01-18
vlady,1970-01-01
voo,1983-11-26
vorz,1997-07-06
vozjd,1995-03-03
vyminal,1970-01-01
w1nner,1998-04-12
wADDLE,1970-01-01
wAT,1970-01-01
wIX,2003-04-11
wKN,1993-04-21
wOWER,1970-01-01
wRONSKI,1970-01-01
waltz,2003-02-17
warbirds,1970-01-01
wardell,1998-07-05
warden,1985-04-25
waters,1970-01-01
wedid,1999-07-04
welshy,1997-10-12
whimp,1970-01-01
whiteHorse,1989-08-16
wiPR,1970-01-01
will,1970-01-01
winsum,1970-01-01
winteryrook,1970-01-01
worldEdit,1991-10-16
wyz,2000-01-05
x0D1AC,1970-01-01
xQQ,1996-08-26
xXiF,1970-01-01
xeoN,1970-01-01
xeppaa,2000-07-19
xiSTOU,1970-01-01
xiaoFei1,1970-01-01
xp3,1987-07-15
xpp,1970-01-01
xyeh,1983-10-17
xyph9r,1970-01-01
yESicaN,1970-01-01
yOKY,1970-01-01
yaBoiDre,2000-03-17
yacine,1996-05-01
yato,2001-03-27
yiHao,1970-01-01
yinsu_Collins,1994-01-05
yiro,1992-07-04
yoU,1970-01-01
yohann,1970-01-01
yorkMonster,1996-12-24
yoshii,2003-07-02
youBreak,1970-01-01
youngOne,1970-01-01
yoz,1994-09-26
yuZ,2002-05-27
yuicaw,2004-02-20
yuk1nO,1970-01-01
yurii,2001-06-16
yurita,1998-07-04
zE1SH,1999-06-26
zEET,1970-01-01
zODI4C,1970-01-01
zachaREEE,2001-01-27
zacky2k,1970-01-01
zaki,1970-01-01
zander,2001-10-01
zanderM,1997-12-22
zellsis,1998-03-02
zelyn,1970-01-01
zerG,2003-02-03
zerost,1996-01-27
zesBeeW,1970-01-01
zescht,1997-01-26
zest,2000-12-27
zeus,1970-01-01
zeus_(Korean_player),1996-02-02
zik,1998-02-13
zmjjKK,1970-01-01
zoFeaRz,1970-01-01
zodiaX,1970-01-01
zoessie,1970-01-01
zyppan,2002-07-17
aEvilcat,2002-10-04
aKis,1992-08-13
aKm,1995-12-11
aLerT,1970-01-01
aNNja,1995-11-24
aRubyz,1998-04-16
ade,1970-01-01
adrnking,1970-01-01
adukaaaa,1970-01-01
adverso,1998-03-13
agm,1993-04-30
