pagename,birthdate
phantomice,1970-01-01
phantomz,1999-03-07
pithon,1970-01-01
preVail,2005-04-12
pred,2001-08-19
prestinni,1998-07-09
priestahh,1998-06-27
prizzm,2002-08-18
proFeeZy,1970-01-01
proper,1970-01-01
proto,1998-09-26
puckett,1970-01-01
qwiKeR,1993-11-01
ramby,1970-01-01
ranGer,1998-04-22
rated,1995-11-08
raven_(Malaysian_player),1970-01-01
rawaky,1970-01-01
reedy,1995-09-27
rekkles,2002-12-13
restalling,1970-01-01
ricky,1995-04-15
rise,1970-01-01
robbieB3319,1998-12-19
royalty,1970-01-01
ruanDi,2001-07-18
rx1,2000-05-06
sAMs,2002-09-26
sARUNx,1970-01-01
sHIK4RI,1997-04-01
sOYBAD,1970-01-01
sTyLeXx,1994-05-01
sa1ge,2002-06-19
saTuRnZz,1970-01-01
saints,1995-03-25
saintt,1994-07-23
saxy,1970-01-01
sciia,2004-06-12
scump,1995-06-30
seany,1998-11-04
setzyy,1998-06-13
sh4rk,1970-01-01
shAnE,1992-12-26
sha,2002-11-13
sharp,1993-12-16
shockz,1996-01-05
shotzzy,2001-07-04
siLLY,1995-04-07
sib,2002-02-03
simp,2001-02-06
simplyLuka,1970-01-01
sk1lzZ,1970-01-01
skrapz,1997-05-30
skerd,1970-01-01
skyz,1999-07-08
slacked,1997-05-20
slasheR,1994-09-02
slater,1970-01-01
slayeR,1970-01-01
slothy,2003-07-22
smile,1970-01-01
smokii,2001-10-13
sp1RiT,1970-01-01
space,1970-01-01
spaceLy,1997-02-18
spaceman,1970-01-01
spart,2001-05-24
specter,1970-01-01
spoof,1996-03-21
squadron,2001-01-16
sri,1998-09-18
staan,1998-09-18
staiNViLLe,1970-01-01
standy,2001-06-12
stevy,1990-09-23
sthug,1970-01-01
stocka,2002-06-09
stormy,1988-12-16
stuntron,1970-01-01
sukry,1999-12-31
sunnyB,1996-03-02
superFan,2002-05-13
tHEKISSx,1970-01-01
tJHaLy,1999-07-19
tangJiang,2002-07-19
techno,1995-10-02
tectonic,1970-01-01
teddyRecks,1996-05-27
teePee,1992-07-03
temp,1999-07-10
tetillo,1998-08-04
theJDS97,1970-01-01
theory,1970-01-01
tin,1970-01-01
tiny4NDy,1970-01-01
tisch,1997-12-23
titto,1970-01-01
tommey,1992-09-07
toxy,2002-09-30
triXziN,1970-01-01
trunKs,2002-04-20
tunn,1970-01-01
turu,1998-09-11
tyson,1999-01-15
urban,1997-06-29
vINXER,1970-01-01
vague,2003-11-07
vegaz,2000-11-02
venom_(American_player),2001-08-27
venom_(Mobile_player),1970-01-01
vere,1970-01-01
veziok,1970-01-01
visionZz,1970-01-01
vivid,1999-12-24
vorteX,2001-04-03
vortex,1997-08-11
wailers,1997-11-24
warren,2000-08-23
wartex,1999-06-11
weeman,1998-02-11
wellyy,1999-06-06
wenn,1970-01-01
weroo,1970-01-01
woopiiee,2001-08-05
wrecks,1970-01-01
wuskin,1997-05-30
xRY,1970-01-01
xenon_(Indian_mobile_player),2002-08-14
xia,1970-01-01
xiaoxiongxiong,2001-02-27
xotic,1998-05-16
xtreMe,1970-01-01
xyro,1970-01-01
yEYEYAHH,1970-01-01
yahya,1999-03-08
yangMing,2000-12-29
yeez,2002-11-25
yujii,2002-05-16
zIM,2000-08-22
zaaQ,2000-05-28
zaptius,1999-03-13
zeZe,1970-01-01
zed,1997-09-13
zeeked,1998-09-18
zennnn,1970-01-01
zepa,1999-02-09
zer0,1997-08-02
zh3ngYu,1996-09-13
zinx,1998-08-30
zooMaa,1995-08-09
zuoJun,2000-03-15
zyyral,1970-01-01
aBeZy,1999-11-03
b1ngo,2005-01-12
bluEz,1970-01-01
cDe,1970-01-01
cZSpy,2004-02-05
cozje,1970-01-01
dynz,1970-01-01
endurAAA,1970-01-01
fuckR,1970-01-01
head4death,1970-01-01
iDra,1998-09-21
iLLeY,2001-10-20
incendió,1999-03-20
l3BoaT,1970-01-01
l3enzzi,1970-01-01
louwe,1970-01-01
mark,1990-12-26
miRACLE,1970-01-01
nOnO,2003-07-24
nVoi,1970-01-01
phantasy,1991-08-18
qLimAxzU,1970-01-01
quique,1970-01-01
rEb1rth,1970-01-01
reflexzR,1970-01-01
rivve,1970-01-01
rizK,2000-04-20
shift,1999-07-06
stRove,1970-01-01
vioqor,1970-01-01
x3Jasmine,1999-10-28
xCaLa,1994-01-04
