pagename,birthdate
arK94,1970-01-01
arcadioN,1986-08-01
archi,1988-04-13
aree,1998-03-28
argency,1991-10-08
art,1996-03-15
art1st,2000-01-03
artill,1996-02-07
astroo,1998-04-26
asuna,2003-07-26
attacker,1997-01-07
aunkere,2000-08-21
aurorA,1970-01-01
avernus,1970-01-01
awien,1970-01-01
ax1Le,2002-04-29
ayeon,1997-01-15
ayes,1997-11-30
b1GGY,1993-07-01
b1NGO,1999-11-28
b1ad3,1986-11-11
bARBARR,1990-03-28
bAS,1992-05-14
bASS,1970-01-01
bASiC,1970-01-01
bDSM,1970-01-01
bENDJI,1995-08-21
bENJ,1970-01-01
bERRY,1990-03-19
bIEL_THE_MAGICIAN,1993-03-29
bIG_(Argentinian_player),1991-06-28
bL1TZ,1992-10-14
bLACKEAGLE,1998-01-01
bLOODZ,1993-04-30
bLU,1995-03-20
bLUEE,1997-04-07
bMLN,1970-01-01
bONA,1999-09-01
bORKUM,1996-04-18
bOROS,2004-05-04
bRACE,1999-08-17
bRUNO,1993-03-22
bTN,1989-05-24
bTT*,1986-04-15
bURNRUOk,1996-01-21
babam,1981-09-27
badshah,1992-09-14
bady,1970-01-01
banGa,1994-11-29
barcode,1999-06-04
barken,1998-01-03
bart4k,2004-05-29
basso,1998-09-29
batistuta,1989-04-11
beTony,1984-11-14
bengan,1985-02-16
benkai,1996-11-10
bernard,1996-03-07
bhT-,1970-01-01
biDa,1991-02-21
bibby,1992-04-20
bizinha,1998-12-21
blandfers,1970-01-01
blasdfa,1970-01-01
blastinho,1997-03-26
blaze_(Dutch_player),1987-09-20
bleh,1987-06-28
blizzard,1984-01-09
blooD,1970-01-01
bloodyElf,1996-01-05
bloominator,1970-01-01
blote,1994-02-13
blue,1970-01-01
blytz,2000-06-23
bnTeT,1995-08-28
boaster,1995-05-25
bobZ,1970-01-01
bobosaur,1996-03-28
bogdan,1997-11-04
bomez,1970-01-01
bonga,2000-09-20
boogie,1970-01-01
boombl4,1998-12-20
boomser,1970-01-01
bouLy,1996-09-19
br0die,1999-03-04
brehze,1998-05-22
brollan,2002-06-17
buJ,1989-02-05
bubzkji,1998-07-03
bugge,1993-12-13
bullen,1984-12-27
bullseye,1970-01-01
burntSanctuary,1996-07-17
butters,1997-03-17
bwills,2001-05-11
byfield,1997-07-15
bymas,2003-08-12
bååten,1999-07-01
cAth,1990-02-20
cEKKA,1993-07-31
cEYN,1994-05-01
cHEF-KOCH,1981-10-31
cHIMEI,1993-08-07
cHRiSOAOW,1989-12-22
cINDER,1970-01-01
cISU,1970-01-01
cLASIA,2003-09-17
cOLDYY1,1992-04-08
cONNOR93,1993-12-30
cOSMEEEN,1970-01-01
cREA^,1997-02-19
cRUC1AL,1997-02-04
caNNiE,1999-07-12
caPPiNg!,1970-01-01
cabbi,1998-05-29
calippo,1981-10-20
calquiN,1980-04-06
calyx,1998-07-27
candy,1995-02-06
carboN,1995-04-28
carcass,1995-06-20
carlsen,1970-01-01
caspeRRR,1990-03-21
castle_(Malaysian_player),1995-05-05
cate,1970-01-01
cazzidy,1984-07-26
ceRq,1999-12-07
cedii,1996-05-10
celebrations,1995-06-03
celrate,1997-11-08
ceriizz,1994-08-27
certus,1983-10-07
char,1970-01-01
chawzyyy,2005-03-11
cheater_7,1970-01-01
chet,1996-09-08
childKing,2000-02-11
chrille,1988-02-13
chris_Puckett,1986-05-07
chrisMaQ,1991-07-14
chub,1995-11-21
cigaretteS,1970-01-01
cla,1970-01-01
claeys,1970-01-01
clash,1995-08-25
cleanUpGuy,1970-01-01
clvR,1970-01-01
cnd,1970-01-01
codyCasts,1997-04-13
console,1996-01-11
cooL,1970-01-01
cooper,1994-05-29
corassa,1970-01-01
cr0n0s,1982-12-25
crash,1970-01-01
critiCal,1970-01-01
crityourface,2002-01-31
mcrossy12,1970-01-01
cruSad3,1970-01-01
crw,1985-08-25
crystalMay,1991-07-22
cukijas,1970-01-01
cunha,1996-09-07
cxxxviii,1970-01-01
cyberFocus,1995-01-31
d0cC,2000-09-04
dANK1NG,1999-09-15
dANZ,1994-02-18
dAVEY,1996-04-29
dD,1994-08-11
dEATHMAKER,1998-06-11
dEFINE,1998-04-29
dEJV,1970-01-01
dESPE,1993-03-18
dESTROJ,1997-11-07
dEV7L,1996-08-27
dEVIL,1994-12-11
dH,1998-06-26
dILLION1,1995-12-17
dJOXiC,1992-10-04
dORFEN,1998-04-29
dUM0RE,1993-09-16
dVDOV,1999-06-30
daY,1987-05-18
daZeD,1989-09-27
daffu,1997-09-24
dallas,1970-01-01
damage,1987-05-10
damien,1983-11-15
danceyz,1970-01-01
danejoris,1997-05-03
dannyG,1970-01-01
darK,1983-12-12
darfMike,1993-12-31
darkS1DE,1998-08-26
darkkis_(Hong_Kong_player),1991-11-20
darth,1983-07-28
dash,1993-10-06
dav,1991-08-01
davCost,1996-05-18
daveys,2000-09-02
deM0,1997-03-09
deStRoYeR,1970-01-01
deStiNy,1997-07-03
deadFox,1995-02-15
dean,1998-09-09
deathZz,1996-01-31
delpan,1989-09-17
demQQ,2001-05-23
deman,1977-08-27
dementor,1999-06-07
demonos,1996-09-03
deniMM,1993-09-15
deq,1995-09-01
derkeps,2003-02-06
despair,1970-01-01
detlevSNitzEL,1994-11-23
detrony,1990-10-31
dev1,1989-06-03
devilwalk,1991-04-07
dewid,1989-07-31
deyF,1970-01-01
dezibel,1995-12-11
diAMon,1970-01-01
diMKE,1993-12-11
dickStacy,1997-04-16
dima,1995-01-27
hardandCore,1995-01-27
dinko,2000-09-02
dio,1989-01-25
dipparn,1997-04-26
djoko,1997-04-16
dktruman,1995-01-03
dober,1970-01-01
dodz,1970-01-01
domiNate,1970-01-01
dominator,1970-01-01
domsterr,1995-03-27
donStepan,1981-10-05
doru,2000-03-21
dosia,1988-06-19
douglas,1997-12-29
drally,1985-05-02
drastyK,1984-03-27
drea3er,1994-11-10
dreaM-,2000-02-13
drg-,1995-08-24
droW,1970-01-01
drone,1997-08-29
drqkoN,1995-11-01
duDe,1993-01-19
dubsteP,1992-09-21
dumas,1995-08-06
duplicate,2001-05-21
dweezil,1996-06-30
dweg,2000-09-23
eCOKING,1970-01-01
eIZA,2000-10-09
eLUSIVE,1993-04-30
eMENK,1998-07-31
eMUHLEET,1991-01-05
eMYOR,1970-01-01
eXPRO,1998-08-12
eXR,1970-01-01
eXUS,1997-10-18
eYO,1970-01-01
easTor,1993-12-02
ed1k,1988-08-05
edward,1987-12-28
eeyore,1995-02-18
efe.c,1987-09-15
ejram,1994-09-13
el_Patron,1991-02-08
el1an,1999-07-19
eley,1990-11-27
eliGE,1997-07-16
elizabeth,1998-11-27
elmapuddy,1970-01-01
emenjay,2001-01-16
emmet,1970-01-01
empera,1970-01-01
emy,2000-11-28
enkanis,1990-10-04
enzo,1998-01-14
epoche,1970-01-01
eraZ,1970-01-01
ericip,1970-01-01
esio,1996-11-13
espiranTo,2001-04-12
ethan,2000-03-02
europha,1970-01-01
ex3rcice,2000-02-04
ex6TenZ,1990-04-30
exWarrior,2000-05-03
excali,1997-08-30
exerz,1998-06-24
explicit,1970-01-01
extinct,1970-01-01
ezki,1970-01-01
f0ray,1970-01-01
f1KU,2003-05-29
fAALE,1970-01-01
fANAT_ROCKA,1991-12-25
fARIS,1992-12-16
fASHR,1996-01-10
fATAL,1970-01-01
fELLPA,1996-02-03
fGB,1970-01-01
fIOURN,1970-01-01
fL1T,2000-12-21
fluyr,1991-12-09
fNS,1992-03-19
fRANSSON,2000-06-06
fREDDyFROG,1993-07-10
fYRR73,1990-05-16
f_1N,1983-11-01
faNg,2002-05-07
faagaN,1988-05-06
fadey,1998-05-09
falleN,1991-05-30
falon,1970-01-01
fantEN,1997-01-29
farmaG,1970-01-01
fats,1991-10-02
feTiSh,1986-12-02
feelin,2001-03-03
feldmaN,1970-01-01
ferchu,1970-01-01
fessor,2001-01-24
fiReMaNNN,1992-01-18
fierce,1989-11-02
fifflaren,1987-12-02
fighter,1992-01-06
filur,1970-01-01
finigaN,1999-02-16
firat,1970-01-01
flakes,1999-03-23
flarich,1996-09-08
flash_1,1995-10-25
flatra,1970-01-01
fliCkat,1970-01-01
flipiN,1987-09-28
fly,1970-01-01
fly_(Yuri_Uchiyama),1970-01-01
foDa,1993-04-20
foolz,1970-01-01
forester,2000-01-03
fox_(Russian_player),1986-11-18
foxglove,1970-01-01
fragaria,1970-01-01
fraged,1970-01-01
franke19,1993-10-26
frankie,1989-12-27
frazer,2001-06-10
freakky,1970-01-01
freeZe,1998-07-24
freelance,1992-02-23
freeman,1999-07-25
freestyle,1970-01-01
frei,1998-01-05
freya,1996-05-25
friis,1989-03-14
frostMisty,1993-03-23
frostayK,1998-08-23
frosty_(Danish_observer),1997-11-20
frøslev,1970-01-01
fugLy,1995-01-02
fuks,1993-08-23
furlan,1994-12-29
g1DO,1995-02-07
gAME,1970-01-01
gBJame^s,1970-01-01
gfi,1989-05-25
gIGA,1970-01-01
gMX,1993-06-02
gRAMPZ,1970-01-01
gRiFFIN,1970-01-01
gUTO22,1970-01-01
gW,1994-09-15
gaBi,1999-05-14
gaborik,1994-06-30
gabs,1996-08-02
gafolo,2002-04-25
galantis,1997-01-16
geT_RiGhT,1990-05-29
geck0,1970-01-01
geniuss,1998-07-24
geno_(French_player),1970-01-01
gery,1970-01-01
getziimov,1970-01-01
gieTe,1993-01-07
girafffe,1970-01-01
givar,1990-12-22
goMeZ,1986-06-04
goZie,1985-12-23
godman,1993-04-15
golden,1994-02-02
goldenboy,1970-01-01
goodFella,1983-10-27
gooden,1999-11-11
goofy,2000-08-29
gooseBreeder,1995-12-07
gospadarov,2000-12-07
gratisfaction,1996-03-06
greeNz,1970-01-01
greeny,1987-05-09
grim,2000-11-22
gringo,1999-10-13
gruBy,1995-02-28
grus,1997-10-10
guMmY,1987-11-30
guardiaN,1991-07-09
gudeN,1982-03-10
guepaRd,1989-05-22
guizaO,1986-03-14
gux,1989-08-05
h4RR3,1997-03-22
h4wK,1996-05-16
hAzE,1996-11-18
hEAP,1999-12-24
hECTOz,1998-03-07
hEL1,1985-06-17
hEN1,1995-07-14
hENU,2002-09-01
hOLMES,1992-07-06
hONES,2000-09-24
hS,1996-12-15
hSB,1970-01-01
hSK,1994-09-02
hSK_(Thai_player),1997-09-15
hUGHMUNGUS,2000-03-31
hUMANZ,1996-05-28
hUNDEN,1991-06-08
hZ,1990-05-01
h^N,1970-01-01
haRts,1985-08-31
haZ_(Swedish_player),1987-10-28
haZR,2001-12-08
hackeM,1991-10-09
hadeZ,2000-02-11
hanes,1970-01-01
happy,1991-11-23
hare,1970-01-01
harriman,1970-01-01
hartman,1970-01-01
hatz,1998-06-20
hauNted,1970-01-01
havoc,1990-06-25
hawka,1998-06-14
haySS,1970-01-01
hazel,1995-05-03
heLIX,1970-01-01
heUkA,1987-12-04
heartbreak,2000-09-22
heatoN,1984-06-14
hedje,1987-06-04
heiB,1970-01-01
helblinde,1987-12-23
hellHound,1982-11-06
hellMaster,1970-01-01
hellRose,1990-10-23
hellpa,1990-04-23
hellrangeR,1997-10-08
henkeZ0t,1992-09-02
henkkyG,1997-10-12
henryG,1988-08-22
hepa,1992-12-27
herold,1998-03-28
hexT,2001-10-30
highKitty,1997-03-02
hiko,1990-03-06
hkta,2000-09-08
hobbit,1994-05-18
homeR,1995-05-24
hooXi,1995-05-21
hughsy,1970-01-01
hugo_Byron,1997-10-03
hugoXD,1970-01-01
hunter,1997-07-10
hurley,1970-01-01
hyPe,1999-09-08
hyb,1979-09-01
hype,2001-07-05
hyper_(Polish_player),1990-01-01
hyper_(Swedish_player),1986-06-08
iMD,1996-09-05
iNS,1998-09-22
iNX,1970-01-01
iSSAA,1996-12-23
immi,1989-07-24
impressioN,1996-02-10
impulse,1996-05-07
independent,1998-07-03
infernal,1998-01-25
infinite,1998-07-23
infrequeNt,1994-09-28
inory,1970-01-01
inseaniac,1970-01-01
inzta,1993-03-11
ipSa,1987-05-11
irukandji,1970-01-01
isKall,1982-10-10
it's_my,1996-03-10
itsRandall,2001-02-26
iyeN,1997-10-06
izzy,2001-01-02
izzy-,1970-01-01
j0LZ,2000-03-28
j0hnny,1991-06-10
j1rah,2000-05-01
jACKPOT,1999-06-24
jAEGARN,1986-10-28
jALLU,1990-11-05
jDC,2000-04-07
jESMUND,1970-01-01
jIaYm,1998-10-27
jKaplan,1988-06-17
jOKER,1997-03-27
jOKERN,1970-01-01
jORDAN,1970-01-01
jOTA,1998-02-02
jRM,1995-10-25
jRT,1985-02-13
jT,1970-01-01
jT_(South_African_player),1999-04-09
jUGi,1997-04-01
jUNiOR,1970-01-01
jUST,1996-04-29
jUSTCAUSE,1995-10-30
jW,1995-02-23
jYPPE,1970-01-01
jaCkz,1992-07-07
jaKu,1970-01-01
jabbi,2003-07-23
jabz,1970-01-01
jackhan,1986-02-17
jackinho,1999-03-07
jak3y,1996-09-12
jamYoung,2001-07-23
jame,1998-08-23
james,1994-03-22
james_Bardolph,1984-04-13
james_Duffield,1970-01-01
jamezIRL,1989-02-21
jamppi,2001-07-22
jayzwalkingz,1997-01-08
jazzPimp,1997-05-27
jeXeN,1970-01-01
jeffVanB,1970-01-01
jensa,1970-01-01
jerry,1998-05-24
jesp,1970-01-01
jewelry,1986-10-08
jiNKZ,1995-04-07
jimpphat,2006-09-09
jinNy,1991-03-09
jinjin,1970-01-01
jinx,1996-01-18
jinxx,1997-04-27
jitko,1988-11-07
joJo,2001-03-29
joe_Miller,1987-07-29
johnOlsen,1998-05-20
johnny_R.,1985-05-23
johnta,1987-06-07
joman,2000-07-14
jonY_BoY,1991-11-13
jonji,1999-09-05
jorginho,1970-01-01
joshRT,1991-10-02
julie,1970-01-01
jumpy,1986-12-04
justHarry,1998-03-24
justnatioN,1970-01-01
juve9le,1986-03-07
juzam,1982-07-27
jyo,1995-02-18
k1-FiDa,1996-04-21
k1ngZ,1970-01-01
kAB0M,1993-04-21
kALAS,1970-01-01
kAPARZO,1994-03-31
kENSI,2001-11-13
kETUBOR,1987-08-12
kEi,2001-04-06
kF3,1989-01-31
kHRN,1989-12-16
kHTEX,1996-09-03
kIKO,1985-09-16
kILLDREAM,1993-01-10
kING,1970-01-01
kIPSIk,1970-01-01
kK,1986-08-14
kLnT,1970-01-01
kODIAK,1979-03-09
kORN,1992-07-15
kQLY,1990-08-29
kRAEUTERHUMPEN,1990-05-02
kRIMZ,1994-04-25
kS,1970-01-01
kSA,1989-08-20
kSCERATO,1999-09-12
kSharp,1984-08-21
kTWO,1988-06-06
kUN,1997-08-17
kaLbI4,1984-10-07
kaRath,1992-10-27
kabaL,1981-06-16
kairi,1988-06-03
kallberg,1995-03-29
kalubeR,2000-11-15
kam1kaze,1983-09-22
kamraten,1999-08-22
kan4,1992-09-08
kangTa,1970-01-01
kaos,1995-01-02
kaotik,1970-01-01
kapio,1985-09-06
karam1L,1998-12-08
kardash,1970-01-01
karriBob,1970-01-01
karsa,1992-02-29
karus,1998-11-07
kasteK,1970-01-01
keith_LaFortune,1996-07-25
keiti,2001-05-02
keoz,2000-12-29
kevinMPV,1996-01-05
kevve_(Swedish_player),1997-02-12
kheops,1994-08-30
kiNGDOM,1987-03-05
kiTTy-KaT,1970-01-01
kieran,2000-10-19
kim,1993-01-29
kimi,1993-05-31
kingZ,1986-10-04
kingfisher,1996-10-16
kirby,1990-08-25
kishi,2000-01-03
kjaerbye,1998-04-27
klauss,1970-01-01
kllyVe,1993-09-30
knight_(Peruvian_player),1998-10-31
knochen,1985-07-08
knopk@,1970-01-01
knoxville_(German_player),1993-09-24
kntz,1997-08-29
kolibrieN,1997-12-11
kongared,1970-01-01
konvict,1991-04-20
korry/3,1970-01-01
koshak,1996-11-26
krad,1999-01-09
krav,1985-11-11
kray,1995-04-19
kremer3,2001-07-03
krewmer,1970-01-01
kriLLe,1997-06-30
krimbo,2002-09-26
kritikaL,1987-07-27
krizzeN,1999-09-24
krowNii,1999-05-01
kryptix,1995-05-24
kuckerZ,1992-04-25
kulspruta,1970-01-01
kuppi,1986-09-15
kvaN,1991-06-01
kvik,1995-11-18
kylar,1999-09-22
kymeister,1996-11-21
kyojin,1999-04-02
l!nKz^,1993-11-11
l.K.S,1993-10-30
l1NK,1998-08-08
lATINOBOMBEN,1970-01-01
lBNS,1994-05-10
lEEROY,1997-01-09
lEGIJA,1990-10-15
lENINIW,1994-08-17
lEO_(Chinese_player),1995-06-20
lETN1,1992-11-16
lILMAN,1993-11-26
lKN,1996-08-02
lNZ,2002-10-20
lOGAN,1998-06-18
lOMME,1993-10-25
lONSDALE,1992-07-11
lOVEYY,1989-01-09
lS,1997-06-05
lTN,1999-02-10
lUCAS1,1995-07-14
lUULIGUZMAN,1970-01-01
lUq,1984-04-05
lYNXi,1970-01-01
laAw,1995-02-17
laNrefNi,1998-10-21
lack1,1999-08-20
lacore,1995-02-09
lakia,2000-12-24
lalità,1970-01-01
lambert,1991-09-19
lamplight,1998-09-03
lance,1970-01-01
lanhero,1970-01-01
lapeX,2000-01-29
laski,1996-12-11
lass3,1970-01-01
laz,1995-11-26
leX_(Russian_player),1986-08-19
leX_(American_player),1990-06-09
leaf,1970-01-01
leaf_(Thai_player),1994-07-24
leffa,1970-01-01
lefty,2000-07-25
legenden,1982-12-14
lekr0,1993-07-02
leo,1991-09-30
leoGOD,1970-01-01
leomonster,2003-02-22
levi,1970-01-01
liazz,1997-08-30
lighteRTZ,1992-07-13
lightstep,1970-01-01
liki,1998-08-21
lillsan,1970-01-01
limi7,1987-01-18
limpone,1998-04-26
link,2001-01-29
lk-,1993-06-21
llamas,1999-11-22
llo,1970-01-01
loWkii,1996-03-25
lobanjica,1989-09-15
lokomotioN,1993-05-08
longGG,1995-07-24
loord,1987-02-27
lore,1995-06-03
lox,1970-01-01
keLeLe,1999-06-21
luL4,1991-11-27
lucaozy,2001-10-16
lucchese,1986-04-09
luciano,1983-09-20
lucky_(French_player),1998-04-06
lucky_(Danish_player),1970-01-01
lucky_(Brazilian_player),1994-11-04
luke,1970-01-01
luken,1997-03-26
lukki,1999-09-22
lumji,1970-01-01
lunedi,1970-01-01
luz,1994-04-18
luzuh,1998-06-21
lyGHT,1970-01-01
m1kkis,1970-01-01
mAC-1,2000-06-05
mAGIKKK,1970-01-01
mAIDHEN,1993-09-23
mAIROLLS,1998-03-07
mAJ3R,1991-01-25
mAKKA,1970-01-01
mALI,1999-05-25
mARCI,1995-03-28
mAXX,1999-05-21
mAiNLiNE,1995-03-21
mC,1998-11-12
mENIX,1991-11-12
mETA,1996-01-15
mEYER,1970-01-01
mHL,1970-01-01
mICHU,1996-12-29
mINISE,1994-02-11
mISK,1970-01-01
mITSARAS,1993-05-08
mKR,1970-01-01
mODDII,1989-07-18
mOLSI,1997-01-26
mRN1,1994-06-07
mSE,1987-06-20
mSL,1994-12-06
mUTiRiS,1992-12-26
mV,1970-01-01
mYM_(Thai_player),1994-02-05
maLLby,2001-06-22
maT,1985-11-02
maTaFe,1995-05-29
maYeRs,1970-01-01
mac,1992-01-08
machine,1993-08-31
machineWJQ,1996-01-11
machinegun,1990-02-28
mackDaddy,1996-01-30
maektig,1992-12-02
magisk,1998-03-05
magix,1984-07-28
maikelele,1991-05-03
maiko,1995-07-12
maka,1997-07-06
maki,2000-05-14
malikof,1993-07-07
malle,1997-12-04
maluk3,1990-03-21
mangiacapra,1984-03-26
maniac,1990-06-29
manicMunday,1995-10-31
mann3n,2000-11-02
mar1on,1970-01-01
marKE,1998-05-10
marT1n,1970-01-01
marcelious,1970-01-01
marek,1970-01-01
marix,2003-07-30
markoś,1998-09-05
marved,2000-02-24
marzil,1997-10-31
matiFrag,1987-10-29
matthw,2005-01-28
mauisnake,1993-07-20
maximN,2000-01-12
mayker,1998-08-11
maza,2003-06-20
maziaz,1970-01-01
mechanoGun,1987-08-04
meddo,1999-07-21
medion,1970-01-01
megaman,1985-04-01
megatoN,1970-01-01
melio,2000-08-10
meow,2000-11-17
merca,1997-10-24
merize,1984-02-24
metaL,1991-09-24
mhBICEPS,1970-01-01
miGHTYMAX,1997-07-14
miTsu,1986-06-28
mikk_(Chinese_player),1970-01-01
ming,1970-01-01
mingSir,1970-01-01
mirror,1970-01-01
missHyper,1970-01-01
missLaia,1993-08-31
missa,1995-06-22
misteM,2001-11-09
mistercap,1970-01-01
mistyy,2002-09-26
mitchMan,1998-01-11
mithilF,1970-01-01
moMaN,1982-12-27
moRf4r,1970-01-01
moeycQ,1993-01-15
moki,1989-10-04
molander,1989-11-04
momentPlz,1970-01-01
monkey_D._Julie,1970-01-01
monster_(Chinese_player),2000-02-26
monttY,1999-04-13
monu,1970-01-01
mooNxskyb,1970-01-01
morfan,1970-01-01
moriiSko,1970-01-01
morsA,1988-06-07
mouse,1970-01-01
mr.mao,1970-01-01
mr.six,1996-01-30
muenster,1994-10-16
mumu,1996-06-03
musambaN1,1986-12-06
mustang,1970-01-01
muziwei,1970-01-01
mvk,1990-09-20
mx,1987-03-20
mystic,1995-12-21
n1ck3L,1970-01-01
nABOWOW,1995-04-27
nAF,1997-11-24
nBK-,1994-06-05
nCH,1990-09-18
nEEX,1996-11-17
nEKIZ,1995-11-17
nENO,1993-10-03
nEO,1987-06-15
nEOFRAG,2001-05-19
nEUZ,1999-10-12
nEY,1970-01-01
nIFFY,2001-06-29
nIO,1970-01-01
nIRee,1981-09-17
nIZN,1995-05-13
nLaaeR,1998-08-04
nOFEAR,1995-01-12
nOPEEj,2001-11-08
nORT,1991-11-07
nQR,1985-05-29
nSTY,1988-09-28
naOw,1996-08-02
naToSaphiX,1996-08-17
naikon,1970-01-01
nami,1970-01-01
naokai,1995-12-01
nash,1970-01-01
nast1a,1992-11-26
nat0,1970-01-01
nath,1970-01-01
navygo,1970-01-01
ne0kai,1999-12-28
nebb,1982-02-16
necrogenes1s,1998-10-18
nefan,1991-06-03
neiL_M,1990-01-15
nertz,1999-07-12
nessa,1999-01-06
nevar,1995-11-11
nexius,2003-12-19
nexo,1970-01-01
next,1992-01-20
niKo,1997-02-16
niTo,1994-03-24
niaK,1989-01-12
nicci,1970-01-01
nickelBack,1997-07-17
nico,1991-12-21
nicolas,1970-01-01
nicolino,1992-12-15
nifty,1997-11-23
nightman,1970-01-01
nikkeZ,1995-05-16
nikoM,1997-04-08
nille,1970-01-01
ninjas,1970-01-01
ninoZjE,1999-06-30
nisse,1988-09-30
nivera,2001-06-10
noMEz,1993-03-22
nodios,1999-05-07
noisia,1996-03-01
noktse,1993-01-19
nooK,1983-06-05
noobster,1996-08-02
norwi,2001-03-20
not7,1990-01-08
notorious,1970-01-01
npK,1970-01-01
nuggi,1970-01-01
nukeddog,1996-05-28
nurfed,1970-01-01
nyogen,1993-11-23
oCEAN,1987-05-01
oJ_Borg,1979-04-04
oKOLICIOUZ,1997-02-28
oNLY,1970-01-01
oWNER,2003-01-14
oderus,1999-06-28
oliGan,1970-01-01
olivia,1997-12-02
omegaRed,1970-01-01
oops_(Swedish_player),1970-01-01
orbit,2002-03-26
otgoo,1970-01-01
otto,1987-08-06
ou7bReaK,1992-07-11
ovaX,1970-01-01
overDrive,1986-01-26
owen$inhoM,2001-06-06
oxey,1970-01-01
oxygen,2003-05-15
ozstrik3r,1978-11-20
p1NG,1970-01-01
p4TriCK,1996-07-19
pAGO,1992-01-06
pAINT,1970-01-01
pALM1,1997-04-27
pANIX,1998-12-07
pASHANOJ,1994-05-21
pERCY,1994-05-28
pEX,1970-01-01
pEZ,1970-01-01
pKL,1994-07-21
pLAYER1,1995-02-04
pLAZ,1993-10-12
pP,1988-04-10
pPOverdose,1995-10-18
pR1mE,2001-05-04
pRISM,1970-01-01
pTC,1998-09-26
pablusa,1996-05-06
paddy,1970-01-01
pala,1990-06-09
pancher,1994-05-20
pansy,1990-07-26
papichulo,1997-04-08
papsT,1984-09-30
paradox_(American_player),1970-01-01
partodis,1970-01-01
patitek,1999-09-07
patrick_(Bulgarian_player),1998-10-15
patsi,2003-09-06
peTeR,1970-01-01
pechyn,1998-04-15
peetyG,1988-01-25
peggyyyyy,1970-01-01
peppzor,2002-07-23
per0N,1998-12-27
perX,1999-05-10
perfecto,1999-11-24
petiSkel,1991-06-27
petra,1993-06-01
pheromone,1970-01-01
philip,1996-07-15
phnien,1970-01-01
ping,2000-12-07
pitu_Herranz,1991-01-17
pizituh,1992-07-09
plesseN,1998-05-29
plopski,2002-05-14
pnX,1970-01-01
poKI,1970-01-01
pock,1989-04-23
pod,1970-01-01
pohmel,1970-01-01
pokemoN,1998-04-15
polakls,1970-01-01
polen,1996-05-10
pollo,1997-06-23
polly,1991-03-07
polox,1970-01-01
polt,1994-06-19
ponkt,1999-04-13
ponkus,1970-01-01
pooh,1997-03-16
pororo,1970-01-01
porya,2001-06-15
potei,1970-01-01
potti,1980-09-18
powell,1970-01-01
pr1zraK,1970-01-01
pradiggg,1989-06-15
pro.,1970-01-01
probLeM,1998-10-27
professor_Chaos,1990-03-31
proxure,1992-12-16
psYcOrN,1983-02-07
psycho,1970-01-01
psychoAlexeiz,1998-06-10
puffran,1970-01-01
puls3,1994-02-04
pwnAlone,1991-01-14
pyromaRnE,1970-01-01
python,2001-11-16
q-Q,2003-11-17
qKA,1994-01-29
qUQU,1987-10-02
queen,1984-01-24
queenix,1999-07-15
r!Go,1970-01-01
r0b3n,2001-09-16
r0gue,1970-01-01
rAMI,1996-04-10
rAiLWAY,1995-11-09
rCF,2000-07-12
rE1EASE,1970-01-01
rEAL,1989-06-09
rEAL1ZE,1999-03-23
rEASTEN,1990-09-07
rEDSTAR,2001-08-15
rEEAAL,1992-04-04
rEFLEX,1990-11-06
rEOVA,1998-05-23
rETO,2001-09-13
