pagename,birthdate
bakaBryan,1997-08-02
bassetto,2001-05-23
beastly,1992-08-27
beat,1970-01-01
beaulo,2001-06-19
behavior,1970-01-01
benjamaster,2003-08-24
benji_(Benjamin_Butler),1970-01-01
benjimoola,1999-07-07
bennyAu,1970-01-01
beny,1970-01-01
bernie,1970-01-01
bersa,2001-05-23
bev,1970-01-01
biBoo,1997-02-21
biOs,1990-03-13
bigboss,1970-01-01
bikiniBodhi,1996-07-28
billboard,1999-08-22
billordo,1998-04-01
bits,1996-10-22
biz,1970-01-01
blaZ,2001-02-27
blackJack,1998-10-27
blackRay,2001-02-01
blackWolf,1999-12-14
bloodBath,1970-01-01
bluepanda,1993-12-14
blurr,2001-02-04
bmH,1970-01-01
bolt,1970-01-01
bone_DaDDy,1970-01-01
bosak,1970-01-01
bosco,1995-05-09
bounssi,1995-07-04
braun,1992-05-21
briD,1996-07-30
brimstone,1970-01-01
britin,1999-09-17
bruceZz,1970-01-01
bryan,1998-08-29
brycer,2000-06-18
buccinator,2001-12-23
budega,1998-08-30
bugs,1998-07-20
bullet1,1999-08-03
bundie,1970-01-01
butterzz,1998-11-14
byTommy,1992-10-21
c0LDBRO,1970-01-01
cAN4D3,1970-01-01
cATsang,1999-07-12
cTZN,1999-01-21
cTkz-Sama,1970-01-01
caff,1970-01-01
caliberJacob,1999-05-07
callout,1999-11-26
canadian,1996-06-24
candy,1970-01-01
captainFluke,1991-12-22
carol,2001-01-26
carpeBonoSensum,1970-01-01
catwo,1993-04-16
cdaps,1970-01-01
ceDeCe,1994-03-20
centus,2000-11-25
cerberus,1970-01-01
ch3rn4,2000-01-17
chainaa,1970-01-01
chala,1970-01-01
changTong,1970-01-01
chanzo,2001-11-23
chaoxys,1996-11-02
chapstick,1998-01-05
chaquet,1970-01-01
chatsarun,1970-01-01
checkmATE,1970-01-01
cherrygumms,1970-01-01
chiLeaN,1970-01-01
chiNook,1995-10-01
chief,1970-01-01
chloroForM,1970-01-01
chris,1970-01-01
chrislareN,1970-01-01
chunks,1970-01-01
cinnacup,1992-05-26
clerici,1970-01-01
clicke,2000-11-13
clipe,1970-01-01
cloud,1970-01-01
coPaHiPo,1970-01-01
cocomilazor,1991-10-09
coffee,1970-01-01
com,1970-01-01
connor,1970-01-01
cookieZ,1996-10-30
couto,2001-10-20
coy,1970-01-01
crapelle,1970-01-01
craxan,1970-01-01
crazyBoy,1997-04-29
crazyPapiyoN,1995-03-03
creators,2001-05-16
crespo,2001-01-11
crow,1970-01-01
cruzi,1997-01-15
cthulhu,1970-01-01
cuCu,1970-01-01
cueva,1970-01-01
curr3nSy,1993-05-30
cursedwings,1970-01-01
cyan,1997-08-09
cyano,1990-08-27
cyber,1998-08-27
d1OGO1,1970-01-01
d4rK1,2001-09-18
dA3MON,1989-04-21
dCH,2000-12-23
dD,1970-01-01
dJDextrose,1970-01-01
dK,1970-01-01
dOC7ER,1970-01-01
dRUNKKZZ,1970-01-01
daeda,1998-05-03
daling,1996-07-20
dann,1970-01-01
dark,1996-08-03
darkk,1970-01-01
darkside,2001-06-19
darkwin,1970-01-01
dashboard,1970-01-01
dats,2001-10-20
dauert,1970-01-01
davE,1970-01-01
deadpool,2003-03-14
dean0,1970-01-01
deapek,2000-03-03
death_Amar,2000-11-30
deep,1970-01-01
definitelyaNoob,1995-06-05
dego,1998-03-04
deivid,2000-11-29
dejavu,1970-01-01
delBa,1970-01-01
demic,1970-01-01
demo,1999-04-21
demoniak,1970-01-01
demonweasel,1970-01-01
denio,1997-10-09
deox,1997-02-19
der_Fox,1970-01-01
derius,1970-01-01
derpeh,1998-03-25
desertFox,1970-01-01
detrian,1970-01-01
devmarta,1970-01-01
devpetm,1998-08-12
dezachu,1992-11-23
dfult,1970-01-01
dgtl,1970-01-01
diesel,1970-01-01
dii,1970-01-01
dineroJD,1997-10-20
dino,1970-01-01
dirTy,1970-01-01
direction,1970-01-01
dirza,1997-01-30
dizzle,1988-08-20
djuZ,1970-01-01
dnA,1977-03-25
doDo,2000-02-21
docKy,1994-03-25
docYen,1970-01-01
dogeFather,1999-08-17
dogeun_Kim,1970-01-01
doggon,1970-01-01
doki,1999-12-02
domeDominic,1970-01-01
domitila_Becker,1970-01-01
dommy,2004-05-23
dongUk,1994-04-11
doodle,1970-01-01
dooxy,1996-12-21
dotDash,1970-01-01
dotz,1970-01-01
dpfire,2002-09-09
dr_Dang,1998-05-29
dr.Bestsiaer,1990-08-14
draZ,1981-03-15
draab,1970-01-01
drake,1970-01-01
dream,1999-03-01
dreeuZ,2000-06-24
drewSpark,1995-10-25
driD,1970-01-01
drip,2000-06-29
drvn,2000-06-01
dryx,1992-06-19
duckYzZ,1970-01-01
duco,2001-12-31
duda,2003-01-26
dudaZera,1997-11-15
dudds,1999-07-10
durawix,1970-01-01
dxrk,1970-01-01
dzr,2001-04-13
eLCbis,1970-01-01
eNEMY,1991-09-30
eX7,1970-01-01
eaglex99,2002-02-12
earlyBird,1970-01-01
easilyy,1996-11-12
eastwood,1970-01-01
easy,1994-08-28
ecl9pse,1998-04-14
ed,1998-05-05
eddie,1987-01-31
eden,1970-01-01
edward_Crush,1970-01-01
eight,1970-01-01
eizen,1999-11-02
el_barto,1994-06-14
eleganz,1970-01-01
elemzje,1996-03-06
elfishguy,1994-08-30
emoRin,1970-01-01
emotion,1970-01-01
england,1970-01-01
enigma,1970-01-01
envyTaylor,1992-10-03
equinoX,1970-01-01
erakore,1994-08-04
eroSA,1995-08-27
eskaa,2000-12-21
ethan,1970-01-01
etrurian,1990-08-15
euphoria,1997-09-19
evou,1970-01-01
exp0,1970-01-01
ezPz,1970-01-01
f0RBIZERAA,1970-01-01
fATAR,1970-01-01
fBK,1970-01-01
fOSKITo,2001-08-01
faTaLz,1970-01-01
faallz,1999-05-15
fabian,1994-07-28
fabien,1970-01-01
fabs,2002-05-07
factor,2000-10-06
fahON,1970-01-01
falko,1995-05-12
fame,2001-06-22
fanxy,1993-05-19
fastAnne,1997-11-21
fasterTL,1998-11-25
feedmachine,1970-01-01
felipoX,1970-01-01
fellow,2003-02-22
feltwinter,2004-01-27
ferchie,1999-03-11
fermay,1997-05-23
ferral,2000-01-18
fidd,1970-01-01
fightiR,1970-01-01
filthy,1998-10-23
fio',1991-05-11
firefly,1997-03-04
fish,1970-01-01
fishoguy,1970-01-01
flanked,1970-01-01
flash,2001-07-22
fletch,1970-01-01
flippySB,1994-02-26
flopy,1970-01-01
florio,1970-01-01
fluffyBoiz,1970-01-01
flux,1970-01-01
fluxx,2000-02-12
flyKer,1970-01-01
flynn,1997-10-10
fntzy,2003-03-10
fonkers,1970-01-01
forceful,1991-11-29
forrest,1999-11-23
foster,2000-07-11
foxA,1998-01-12
foxtrot,1970-01-01
foxtrot_(Het_Vora),1998-02-09
fraO,1997-01-05
franzeta,1970-01-01
fraser,1998-04-01
fratelli,1970-01-01
frazer_Scully,1970-01-01
frenchi,1998-11-27
fresh,1995-03-03
frey,1999-07-15
frieda,1970-01-01
fuZiion,1970-01-01
fuji3,1970-01-01
fultz,2000-12-15
fungi,1970-01-01
funleks,1970-01-01
furiouSG,1988-02-10
gG_Newii,1970-01-01
gOKU,1970-01-01
gaB,2000-05-31
gabo,1970-01-01
gabrilos,1995-07-18
gallo,1970-01-01
gamingOhs,1970-01-01
gdNN1,1970-01-01
geB,2001-09-24
geko,1970-01-01
gemi_Teacher,1970-01-01
gemini,2001-08-09
geo,1996-09-11
geometrics,1995-08-10
geree,2003-04-19
gerryTheMusicMan,1995-01-28
ghOsT_RiddLe,1970-01-01
ghostie_(UK),1998-09-10
ghxsT,1996-10-11
giG,1999-08-07
giovanni,1970-01-01
gladiuZ,1970-01-01
godLeg1on,1970-01-01
goddess,1996-08-29
goga,1994-10-10
goldenPickl3,1999-09-27
goldenboy,1970-01-01
gomfi,1997-04-09
gonna,1970-01-01
gorgoNa,2000-05-10
gotcha,1993-03-29
graceV,1970-01-01
grant,1999-02-26
graves,1970-01-01
great,1970-01-01
grissom,2005-07-23
grizzly,1998-02-07
gryxr,2000-10-19
grzegorzu,1970-01-01
gsuz,1970-01-01
guerra,1970-01-01
guicho,1970-01-01
guii,1970-01-01
guilherme_Sarda,1970-01-01
guille,1994-07-25
guizaO,1986-03-14
gunHavoK,1970-01-01
gunnY,1999-06-04
gunnar,1970-01-01
gurmyWormy,1995-05-03
guzz,2000-05-24
hAFUM,1998-10-02
hARAM3E.,2001-03-10
hLK,1970-01-01
hOP3Z,1990-05-15
hSnamuringa,1997-09-21
hajime,1970-01-01
haneol_Park,1970-01-01
hansen,1970-01-01
hanzT,2000-05-27
hap,1998-01-20
harp3r,2002-01-03
harris,1997-03-29
harry,1970-01-01
hashom,1970-01-01
hasibWantsPeace,1970-01-01
havik,1970-01-01
hayward,1970-01-01
haze,1970-01-01
hazeldorF,1970-01-01
heaavens,1970-01-01
heavy,1970-01-01
hedsut,1970-01-01
helbee,1993-05-29
hell,1970-01-01
hellraiser,2001-05-21
hemwer,1970-01-01
henru,1970-01-01
herdsZ,1970-01-01
hicks,1994-04-05
hife,1970-01-01
hornetao,1970-01-01
hotancold,1998-06-29
houndBird,1992-09-26
hovenherst,1970-01-01
howard,1970-01-01
hughesDS,1989-09-27
huliK,2001-03-30
hulky,1970-01-01
hungry,1996-05-01
hunter,1970-01-01
hunther,1999-05-16
hxnteer,2001-01-26
hxsti,2001-09-12
hybrid,2001-03-07
hydre,1970-01-01
hyena,1999-04-09
hyper,2000-05-17
hyperino,1995-06-10
hysteRiX,1999-08-04
iNFAMEZERA,1970-01-01
iluzjonist,1997-03-25
infernosis,1999-05-15
infianEwok,1997-11-03
infinityG7,1970-01-01
intacT,1995-06-18
interro,1990-07-02
invi,2000-12-23
iqueGMK,1987-11-22
itBeStyle,1970-01-01
j9O,2002-05-28
jJ,1970-01-01
jKR,1999-06-26
jNhan,1970-01-01
jP_(Brazilian_Coach),1995-01-05
jPM,1970-01-01
jPR,1970-01-01
jTc,1970-01-01
jU4MP4,2001-04-27
jaKs,2001-10-27
jaay,1970-01-01
jack,2001-03-17
jackDaddy,1997-04-12
jacki_Jing,1970-01-01
jacky,1997-06-04
jackyWu,1970-01-01
jaekDow,1995-04-11
jager_(Argentine_Player),1970-01-01
jak2oO,1997-07-11
jakub,2000-05-16
jamSuHwan,1970-01-01
jamesBoy,1970-01-01
jango,1970-01-01
janixs,1997-05-07
jarvis,1970-01-01
javelin,1970-01-01
javixu,1997-04-17
jayv,1970-01-01
jazmin_Benavides,1970-01-01
jazzman,1970-01-01
jcz,1970-01-01
jeffrey,1970-01-01
jess,1995-11-15
jess_Brohard,1970-01-01
jesse_Chick,1999-04-19
jhonsonTV,1993-04-25
jiN,1970-01-01
jico4,1970-01-01
jigsaw,2001-09-14
jinxedOwl,1970-01-01
jittery,1970-01-01
jlad,1970-01-01
jo,2001-12-12
joT4,1970-01-01
jobro,1991-11-21
joe,2001-11-22
joe_Pino,1995-05-31
joeyG,1970-01-01
joghurt,1970-01-01
joghurtzz,1996-11-25
johnny,1993-10-27
joker619,1970-01-01
jolten,1970-01-01
jonitr,1970-01-01
jonka,2000-03-16
josephEdgar17,1997-10-01
joyStiCK,1998-12-16
jrdn,2001-06-25
jsh,1970-01-01
ju_Póca,1970-01-01
juK4,1997-03-19
judge,1998-08-19
jugger,1997-02-24
juicy,1970-01-01
julio,1994-05-25
jungGoon,2000-08-16
justRyuk,1996-08-06
justin,2003-08-21
juu,1970-01-01
jzwills,1970-01-01
k-RAISER,1998-04-01
kDS,1970-01-01
kNET,1999-03-23
kRYP,1993-02-16
kRiiSKO,1990-07-11
kS,1996-04-04
kSiiX,1970-01-01
kYON,1970-01-01
kaMa,1999-05-24
kakitare,1970-01-01
kaktus,1997-05-02
kalKal,1970-01-01
kalenski,1999-07-30
kamikaze,1998-08-12
kanine,1991-09-18
kanomtuay,1970-01-01
kanos,1970-01-01
kanserix,1997-12-11
kantoraketti,1999-01-12
kanzen,2002-03-25
kataVACE,1970-01-01
kayak,2001-05-25
kcire,1970-01-01
kedos,1992-09-02
keenan,1998-08-27
kef,1970-01-01
keglunneq,1999-04-17
keittiömestari,1993-05-01
kemicaL,1970-01-01
kenZ,1989-08-09
kendrew,1999-03-27
kenki,1970-01-01
kenody,1970-01-01
khaZiX,1970-01-01
khajiit,1970-01-01
kheyze,2002-05-07
kiXSTAr,1997-03-09
kicked,1970-01-01
killer,1970-01-01
killhungry,1970-01-01
kilo,1970-01-01
kim_Do-geun,1970-01-01
kingGeorge,1990-09-10
kingLio,1970-01-01
kingSt4r,2001-03-26
kira,1970-01-01
kira-Miki,2001-06-26
kirisaku,2001-01-18
kivvi,1985-12-25
kizi,1970-01-01
klaudeX,1970-01-01
kngz,1998-09-10
kohk1,2001-07-21
koolAid,2003-03-05
korben,1996-10-04
kori,1970-01-01
kortari,1970-01-01
kozak,1995-04-03
kraTyr,1970-01-01
kraften,1992-11-14
krazy,1997-07-25
kreevz,2003-06-30
kripps,2000-03-13
krizz,2001-12-05
krunch,2001-05-01
krusher,1970-01-01
krux,2002-02-22
kuriboh,1998-11-08
kurt,2000-01-13
kurtz,1970-01-01
kuush,1970-01-01
kvN,1970-01-01
kxhz,1970-01-01
kyno,2002-06-15
l1m0n4d4,1970-01-01
l3uku,1970-01-01
l4ZinG,1997-04-03
lAN,1970-01-01
lENDA,2001-05-12
lGS,1970-01-01
lNOEE,1970-01-01
laXInG,1997-04-21
labyRinth,1995-01-16
lacky,1994-11-29
lagonis,2002-01-10
lags,2002-05-15
lakQi,1970-01-01
lance,1999-10-17
lanf3ust,1990-01-01
lapla,1970-01-01
lara,1998-05-18
larinha,1970-01-01
larzt,1970-01-01
laughingfox,1970-01-01
lautixs,2001-05-19
lay,1970-01-01
łazarz,1970-01-01
lazzo,1970-01-01
leGnO,1970-01-01
lebb,1970-01-01
lend4,1970-01-01
leonGids,1999-08-21
leonski,1999-03-08
leri,2001-03-11
leszklareN,1998-03-06
lethal,1988-06-29
lethalGamage,1970-01-01
levy,1970-01-01
li9ht,1970-01-01
liFe,1970-01-01
lily,1970-01-01
linkin_Pick,1970-01-01
lioN,1991-09-07
lion_(French_player),1970-01-01
lipezord,1994-08-29
lisa_Malambri,1970-01-01
literose,2003-11-10
litmuss,1970-01-01
liven,1996-08-24
livexer,1970-01-01
loaf,2001-06-20
lockarth,1970-01-01
lollo,2002-11-26
lonely,1999-09-23
loona,1970-01-01
lord,1970-01-01
lord_Angel,1970-01-01
lordChanka,1998-09-15
lowww,1970-01-01
luKid,2000-07-21
lua,1970-01-01
lucania,1970-01-01
luiz,2002-12-20
luk3,2001-08-17
luke,2002-09-20
lukeeR,1995-03-30
luliArlequina,1970-01-01
lunarmetal,1994-02-12
lusty,1997-12-03
lusty_Boi,1997-04-11
luugator,1970-01-01
luxor,1970-01-01
lycan,1988-03-15
lycolis,1970-01-01
lyloun,1995-05-18
lynnx,1970-01-01
leo_Bianchi,1970-01-01
m00DY,1992-06-27
m1stakers,1970-01-01
m4DMAN,1999-01-26
mC,1998-11-12
mEG4,1995-12-27
mIINNYMOUSE,1970-01-01
mKing,1997-12-04
mSSS,1999-04-21
mXKX,1997-06-28
maXD,1970-01-01
maavi,1970-01-01
madDuckRanger,1986-10-22
madskills,1970-01-01
maeQ,1970-01-01
maestro_(player),1970-01-01
mag,1998-06-24
magic,1990-09-08
magvayer,1970-01-01
mahMan,1970-01-01
maia,2002-05-09
mango,2002-05-29
mangoz,2000-05-27
manic,1995-10-31
mapache_Verde,1970-01-01
maple_Games,1970-01-01
marTen,2002-07-07
marcRoss,1989-08-11
marciu,1991-08-21
marcoPolo,1970-01-01
marcy,1970-01-01
maria_Bonino,2000-08-25
mark,1997-07-08
markshortboyz,1970-01-01
marmalade,2001-12-21
marshall,1970-01-01
mas,1970-01-01
masdemort,1995-07-26
masher7,1970-01-01
matt_Andrews,1970-01-01
max1mus,1970-01-01
mayne,1970-01-01
maze,1970-01-01
mcclane,1970-01-01
meDVeD,1994-05-18
meadzzz,1970-01-01
mefisto,2001-05-01
meight,1970-01-01
meijin,1970-01-01
mekses,2000-05-15
meligeni,1981-11-26
melted,2002-09-13
mengo,1970-01-01
mentalistC,2001-01-08
merc,2000-03-23
merieux,1997-01-15
meta,2001-10-17
mich4,1996-01-12
microkw,1970-01-01
mii7,1970-01-01
milosh,1993-12-21
milostka,1970-01-01
mint,1993-05-12
miracle,2000-01-03
miranda,1970-01-01
mireles,1970-01-01
mirelle_Moschella,1970-01-01
mity,1998-08-14
mizu,1970-01-01
mocho,1998-01-25
modigga,1970-01-01
mohamad,1970-01-01
monkeyfist,1970-01-01
monteCristo,1986-10-19
moon,1970-01-01
moose,1970-01-01
mootiii,1970-01-01
morphed,1970-01-01
moska1m,1992-10-13
movetaho,1997-06-18
mowwwgli,2002-10-27
mr_Reborn,1997-11-21
mrBox,2000-08-23
mrPopo,1970-01-01
mrofficer88,1988-01-22
muebleitor,1995-07-01
muesli,1970-01-01
muhcreedy,1999-09-16
munrix,2006-03-15
muzi,2001-03-29
myss1,1999-01-22
n1ghtEnd,1970-01-01
nINEFACE9,1970-01-01
nINJAFREAK,2000-04-02
naath,2000-02-10
nahu,1970-01-01
naigal7,1997-11-03
naoResh,2001-03-24
nata,1970-01-01
nathan,2001-06-08
naul,1970-01-01
navy,1970-01-01
nay..Pew,1999-11-19
neTfLeX,1970-01-01
necrox,1970-01-01
nefu,2001-03-12
neilyo,1991-11-12
neonical,2002-03-18
neophyteR,1998-03-15
neptunez,1997-06-18
nerix,2003-09-23
nero,2001-01-07
nesT,1970-01-01
neskin,2002-08-08
neverswimalone,1970-01-01
next1,1997-02-26
nfty,1970-01-01
nhepheria,1970-01-01
nhilV,1970-01-01
nia,1970-01-01
nikoh,2000-02-15
nishwegger,2003-02-12
no2,1970-01-01
noAir,1970-01-01
noG,1998-08-24
noTimeGG,1987-07-18
noaHVW9,2000-07-10
noel,1984-10-11
noerA,1999-02-06
norio,1970-01-01
nos,1970-01-01
notLoading,1998-10-23
noted,1970-01-01
nova,1994-11-14
nova_(American_player),1970-01-01
novag3x,1970-01-01
novys,1970-01-01
nubaii,1996-06-09
nyvi_Estephan,1970-01-01
nyx,2000-06-06
o.Gabss,1970-01-01
oCN,1994-03-06
oF4LCoN,1970-01-01
oSKAMOSKA,1998-12-01
oUDON,1970-01-01
oasis,1970-01-01
obi,2000-03-28
ocho,1970-01-01
odah,1970-01-01
odeNMiso,1970-01-01
odin,1970-01-01
oeN,1970-01-01
okamoto,1970-01-01
okayama,1970-01-01
okidokie98,1998-12-25
okillz,1970-01-01
okward1HP,2001-05-11
olimpo,1995-09-21
omerta,1990-12-21
oneTap,1970-01-01
optyk,2000-08-03
oraghon,1995-04-14
oscr,2002-07-03
oskar,1970-01-01
overseer,1999-02-21
p1XIE,1970-01-01
p3NG,1999-03-04
p3NGU1N,2002-09-20
p3Ril,1970-01-01
p4,2000-08-06
pARAA,1970-01-01
pJH,1995-08-10
pWN3F,1994-12-17
palamidas,1970-01-01
paluh,2000-02-29
panbazou,2002-10-28
pandarouxA/PandaRoux,2003-08-29
pandex,1999-04-03
pangolin,1970-01-01
pangoro,1999-04-12
panico,1970-01-01
panix,1995-07-17
panky,1992-03-05
papilia,1970-01-01
paplisek,1992-06-07
park_Dong-min,1970-01-01
pat_(Patrick_Wines),1970-01-01
patan,1970-01-01
patoxy,1970-01-01
paul,1970-01-01
pausalins,1970-01-01
pePe,1970-01-01
peak,1994-02-11
pechito,1970-01-01
pengu,1997-10-07
perseus,1970-01-01
pessima8,1999-08-11
peter,1970-01-01
phenomene,1996-08-02
phozzo,1997-11-29
physicz,1970-01-01
piXeL,1970-01-01
pie,1998-02-03
pikan,2001-05-19
pimen,1970-01-01
pinkSouls,2002-12-27
piscacho,1970-01-01
poPet,1970-01-01
pojoman,1970-01-01
police,1970-01-01
portela,1970-01-01
poseidon,1989-04-03
poseidon_(Sudwipto_Mondal),1970-01-01
powerful,1970-01-01
pox,1970-01-01
ppiippeee,1970-01-01
prano,1997-10-14
prede,1970-01-01
primal,1970-01-01
primary,1970-01-01
princess,1970-01-01
prod,1994-12-16
producerBoom,1970-01-01
prophecy,1970-01-01
prophetKing,1998-12-07
protaX,1970-01-01
prox,1998-10-10
prydzZ,1970-01-01
psycho,1999-02-02
pubstomper,1970-01-01
punisher,1970-01-01
punjistick,1970-01-01
px7,1999-03-07
pxkie,1970-01-01
pyon,1970-01-01
q6z.,1970-01-01
qB-,2000-09-11
qrTz,2002-01-04
quaal,1995-02-17
quadzy,2000-06-16
quantic,1970-01-01
quervo,1970-01-01
quixeLL,1970-01-01
r3mbrandT,1970-01-01
r4re,2002-07-25
r4ttl3r,2001-03-25
rBT,2000-08-18
rE4PER,1970-01-01
rEDGROOVE,1997-03-16
rICK,1994-10-27
rIN,1999-07-12
rRGeneral,1995-10-28
rRock,1986-08-31
ra1kos,2002-11-24
raFaLe,1997-11-22
raMz,1970-01-01
rafa,1970-01-01
rafadeLL,1997-08-21
ragn4r,1998-10-27
ragnar,1970-01-01
rakki,1970-01-01
ramalho,1995-11-19
rammztein57,1970-01-01
ramon_Venter,1970-01-01
rampy,1998-12-17
ramu,1970-01-01
ranger,1970-01-01
rappel,1970-01-01
rappz,1970-01-01
rask,1999-01-22
ratio,2002-01-20
ratz,1999-12-05
raven_(Brandon_Langiano),1991-10-14
raven_(Mexico_Player),1970-01-01
ravenous,1970-01-01
ravz,1970-01-01
ray,2000-10-03
rayzerGM,1989-10-11
razorr,1970-01-01
razorz,1970-01-01
re77er,1970-01-01
read,1970-01-01
reaper,1998-02-13
rechoTZ,1970-01-01
redLike,1970-01-01
redd,1970-01-01
redeemer,1991-10-03
redsun,1996-09-04
reduct,2000-03-29
reece_Fowler,1970-01-01
reina,1996-10-28
remorce,1970-01-01
rendier,1970-01-01
renshiro,1994-01-21
renuilz,1970-01-01
retalha,1992-06-18
retro,1998-08-30
revaN,1992-12-12
reveck,1970-01-01
revi,1996-12-28
revo1Tz,1991-11-28
rexen,1999-04-27
reyCyil,1997-03-28
rezina,1970-01-01
rhymesWithBuck,1970-01-01
rhyzzy,1970-01-01
rich,1970-01-01
rideoo,2000-07-13
riley_Knight,1970-01-01
rixx,2001-01-03
rizRaz,1999-07-28
robinshu,1970-01-01
robz,1991-09-11
rock,1970-01-01
rocketRamy,1970-01-01
roldinii,1970-01-01
rolphy,1970-01-01
romeo,1994-07-28
rooty,2001-03-29
rovi,1970-01-01
rovida,1970-01-01
roy_Mikelate,1996-07-08
royBoy,2003-04-05
royal,2001-10-03
royon,1970-01-01
royz,1970-01-01
ruivoz,1998-05-27
ruleS,2003-03-06
ryba,1997-02-26
s1no,1997-05-10
s4i,1970-01-01
sAxTurki,1970-01-01
sE7EN,1999-03-11
sETzz,1999-11-07
sHA77E,1992-04-07
sHADOW,2002-07-11
sKaDinha,2000-08-19
sPirited,1995-10-31
sRSLy,1995-10-09
sTARBOY,1997-12-01
sUPREMAA,1999-10-03
safHiiZ,1970-01-01
sageon,1970-01-01
salzem,2000-09-19
samE,1990-12-05
sandy,1970-01-01
sangraL,1995-09-24
santa,1970-01-01
santiago_Fisher,1970-01-01
sapper,1997-10-01
sasha,1999-07-28
saver,1970-01-01
saves,1999-08-25
scatto,1970-01-01
scheingg,1970-01-01
science,1998-04-11
scok,1989-08-31
scorpZ,1993-03-19
scorpioN,1998-04-14
scythe,1970-01-01
scyther,1997-08-14
sePz,2000-09-30
sebol,1970-01-01
secretly,1995-09-22
sedulous,1999-11-10
sensi,1995-09-22
serSparta,1997-02-14
sergey_Glamazda,1970-01-01
shaZ5ibe.,1970-01-01
shade,1999-03-23
shaiiko,1998-12-15
shak,1970-01-01
shangri,1970-01-01
shas(O)Udas,1991-12-09
shatter,1970-01-01
shatterXx,1989-01-01
shepparD,1998-05-23
shermi,1970-01-01
shiN,1994-09-24
shift,1970-01-01
shiinka,1998-06-06
shin_Il,1970-01-01
shlongii,1970-01-01
shockwave,1996-10-02
shokei,2000-05-22
shooTeX,1998-07-04
shoukri,2002-05-03
shoxo,1994-09-01
shrikel,1997-10-30
shuttle,1999-06-11
sia,1970-01-01
silence,1992-03-28
silent,2002-01-20
silentRage,1970-01-01
simon_Bond,1997-03-19
simotuki,1970-01-01
simplemente_Marcos,2003-03-21
sinnix,1997-12-01
sinstar,1970-01-01
sippin,2002-02-07
sirBoss,1996-05-27
siral,1970-01-01
sirrom,2000-01-27
sivle,1970-01-01
sixquatre,1984-02-29
sjerra,1970-01-01
skMzY,1970-01-01
sketchy,1970-01-01
skibs,1997-01-18
skillz,1970-01-01
skipper,1997-11-14
skyBuu,1970-01-01
skye,1970-01-01
skyline,1970-01-01
skys,1997-08-18
skyshock,1970-01-01
slaay,1970-01-01
slashug,1997-08-06
slayer,1970-01-01
slayzilla,1970-01-01
slebbeN,2000-06-29
sleepy,2000-05-26
slemds,1970-01-01
sloppy,1970-01-01
sloth,2000-07-30
smashByAsh,2000-01-25
smiTaSous,2001-07-10
smileBoi,1970-01-01
snake_Nade,1970-01-01
sneepy,1970-01-01
snoowW,1970-01-01
snuf,1996-09-05
snurreleif,1988-09-05
soco,2001-10-09
soldier,2002-07-08
sonar,1970-01-01
songDi,2002-07-25
souLBoi,1996-12-08
souffle,2000-07-21
sov,1970-01-01
sovvy,1970-01-01
